,cs1,cs2
394,88.93704,3407.9875
395,56.043922,2887.377
396,33.5826,3331.4841
397,3.254996,1097.247
398,78.73032,3861.7583
399,96.706314,3021.9526
400,75.52945,3346.1484
401,17.900665,1630.0497
402,64.39759,3817.7986
403,69.787895,3425.6003
404,60.20365,2675.6787
405,32.35811,1758.7559
406,86.215744,4451.875
407,38.351223,2189.225
408,11.853644,1768.5863
409,34.81333,3492.6692
410,31.011522,2551.3914
411,67.94135,3552.3945
412,51.29256,3155.286
413,42.866467,2643.541
414,94.89094,3409.1702
415,11.904894,1267.5839
416,10.554782,1385.085
417,63.735954,3265.6033
418,46.82319,2382.8694
419,84.48401,4466.8555
420,90.542854,2946.5703
421,73.64607,2871.441
422,35.330204,2771.8982
423,31.41426,2364.9087
424,85.81616,2559.2075
425,52.639233,2818.4294
426,31.086666,2062.711
427,80.98014,3191.1887
428,95.6566,3594.8752
429,58.43955,3071.6082
430,70.387794,3621.0679
431,83.96506,3180.077
432,41.306232,3081.1382
433,52.220055,3404.9473
434,7.6137314,2033.3411
435,88.41403,4412.1826
436,98.65887,4374.0576
437,31.492838,2329.966
438,9.877309,2165.6272
439,42.473274,2767.5256
440,86.52038,4531.172
441,11.946576,1109.0857
442,35.46374,1498.8336
443,13.696608,1809.2955
444,34.61453,2322.132
445,67.19642,2813.5034
446,99.01988,3554.9087
447,85.892265,4348.39
448,96.15215,3786.165
449,87.4982,3837.3955
450,82.78998,2423.1804
451,30.431671,2193.5015
452,39.72127,2935.3738
453,60.027725,2666.3948
454,64.04964,2973.4082
455,83.10087,4125.517
456,16.879856,2309.464
457,12.510153,2179.5007
458,93.38429,3574.4226
459,53.888786,2470.2522
460,18.317383,3099.0002
461,91.65341,3068.074
462,64.44434,2554.57
463,81.18049,3677.502
464,96.58414,3823.4395
465,22.966541,1613.5243
466,45.018154,2974.3762
467,68.37744,3224.1748
468,44.641144,3743.4763
469,17.907518,2066.3076
470,73.84822,2969.1902
471,34.40093,2261.3083
472,42.691223,2131.598
473,76.430824,2532.2383
474,14.737668,2100.0269
475,12.40096,1110.5835
476,91.712555,4001.1687
477,44.832165,2947.371
478,42.229637,2763.1956
479,7.7731843,1204.1559
480,54.914978,2396.0635
481,38.213882,2559.3733
482,90.974686,3758.412
483,16.463112,1738.133
484,86.38814,3531.6367
485,9.155145,1224.9478
486,43.35877,2093.457
487,52.999977,3096.0403
488,66.00631,3205.4167
489,63.552113,3391.271
490,7.467599,1392.8022
491,51.71674,2769.9597
492,43.349648,3475.3027
493,22.172457,2310.1565
494,27.64826,2328.9841
495,20.6161,2798.9248
496,15.17556,1889.7686
497,74.14873,3207.5808
498,32.047333,3308.082
499,80.86209,2827.027
500,49.094532,3104.8286
501,31.858929,1820.598
502,36.264267,2874.6375
503,44.11924,2316.8416
504,36.342457,3360.14
505,84.390656,4232.635
506,62.437397,3914.3086
507,18.560497,1652.4796
508,61.278843,3218.1665
509,92.164276,4011.922
510,41.41743,3093.423
511,71.989716,2831.6938
512,23.642393,2460.604
513,9.505521,2392.502
514,52.22223,2913.6113
515,44.493267,3330.0293
516,31.734308,2637.2122
517,49.663044,3097.6018
518,12.536597,1473.4607
519,24.613333,1938.33
520,31.638187,3077.9065
521,88.080185,4065.9585
522,81.0602,3132.1335
523,38.625412,2408.085
524,78.83219,3410.4297
525,77.25212,3061.3704
526,27.551329,2196.6604
527,79.530754,3338.7817
528,63.180687,3342.35
529,98.444,3776.6648
530,56.430973,1964.0457
531,88.99218,4620.023
532,77.23747,3497.9954
533,80.94943,4063.11
534,69.64784,2183.642
535,24.444921,2360.9236
536,39.374634,3318.1567
537,50.516132,2605.5837
538,26.670164,1569.3234
539,65.34924,3199.2976
540,92.76379,3812.1172
541,94.531105,3715.7046
542,18.43103,2017.2963
543,10.333312,2359.4756
544,59.822536,2957.603
545,13.9717,1674.0161
546,42.852997,2211.7114
547,26.886015,2216.0732
548,6.627967,1742.233
549,86.28941,4266.1636
550,23.13653,1702.7164
551,51.33232,3105.928
552,55.09944,3516.3713
553,47.3027,3486.574
554,63.80633,3184.5234
555,77.79438,3399.935
556,90.72034,3556.566
557,34.99134,2477.9712
558,30.74765,2309.4514
559,25.985428,1671.212
560,38.56525,3230.797
561,48.613922,2947.929
562,14.153203,2020.1642
563,36.29634,2757.4417
564,40.8678,2638.7437
565,76.423965,3085.7993
566,7.0526586,1694.1486
567,64.2672,3130.6968
568,64.43777,3220.0667
569,61.68904,3599.8953
570,34.546173,3180.755
571,13.314111,1728.9739
572,26.096798,1594.8369
573,48.078926,3085.4656
574,8.362474,1258.447
575,98.59482,4401.648
576,81.63037,4463.8335
577,31.808645,2901.454
578,62.257675,3170.6938
579,45.698044,3153.583
580,78.943436,3486.958
581,55.554813,3083.8716
582,12.545646,1627.0562
583,8.909302,1307.2701
584,90.72949,3269.4048
585,89.5512,3675.1885
586,10.537839,1884.2748
587,10.895558,1496.8749
588,64.62013,3270.037
589,86.07307,3554.5806
590,81.34164,2773.3962
591,79.40161,3860.7144
592,57.336876,2862.03
593,45.538948,2669.886
594,74.6331,3458.442
595,99.962715,3784.7295
596,31.01291,2749.0984
597,35.84562,3218.0562
598,46.34649,2142.863
599,29.952398,1941.0243
600,69.515236,5045.771
601,14.394579,1405.9663
602,30.614902,2670.1614
603,15.303699,1956.1959
604,87.12409,3656.5862
605,22.601845,2519.484
606,71.45595,3492.3352
607,45.46506,2211.0103
608,29.696741,2205.8923
609,88.95394,3443.0547
610,80.19661,2081.9312
611,43.080063,3142.2617
612,57.57236,3124.206
613,72.22219,2344.7898
614,57.04306,3064.7063
615,85.494545,3150.7012
616,30.84994,2373.5535
617,72.27599,3011.0999
618,21.603409,1729.1508
619,3.9641635,1288.0116
620,81.951866,3422.3508
621,48.92427,2581.8792
622,77.32491,3047.7012
623,94.281624,4226.322
624,99.734726,5596.7056
625,77.497475,3761.1567
626,31.106176,2098.1125
627,45.848774,3300.16
628,96.052895,2980.059
629,23.362633,1808.3312
630,52.77571,2702.9868
631,48.06987,3248.8977
632,8.259971,1622.6437
633,13.165454,1980.3104
634,11.753718,1711.8203
635,16.420567,1415.2751
636,72.9391,3324.1653
637,19.840187,1292.6904
638,93.8294,3674.1157
639,3.7395992,1180.0244
640,40.10081,1990.8944
641,85.40028,4204.6797
642,48.7944,2879.3257
643,87.894356,3544.465
644,15.04051,1769.2736
645,56.839123,2588.251
646,32.56415,2507.9714
647,60.093258,3414.8408
648,52.11956,3510.3936
649,11.788421,1335.9662
650,32.87322,2058.0967
651,63.173534,4004.3987
652,42.06711,3389.6125
653,81.74768,3327.2275
654,27.321459,2484.6655
655,10.24086,1316.9697
656,57.593147,2904.1772
657,61.897266,3094.1196
658,8.160434,1326.5149
659,97.51595,4108.3096
660,84.49901,4180.768
661,42.062035,2658.2048
662,11.553064,2252.2046
663,82.589554,3014.7666
664,41.259502,2527.318
665,85.29733,4530.9214
666,24.63972,2177.1416
667,39.694355,2450.9775
668,21.976822,1517.5354
669,86.66304,3289.6338
670,32.202427,1900.8492
671,70.98887,2709.801
672,50.827564,2381.833
673,72.5453,2766.6487
674,38.07082,2923.5967
675,97.52162,3167.6797
676,26.482603,2517.4258
677,63.040234,2960.1716
678,34.344124,2486.4216
679,73.15879,4156.8022
680,17.290876,1907.8109
681,97.92126,4420.396
682,50.561638,2888.8884
683,41.29832,2339.8806
684,49.79751,2714.5957
685,46.565136,3062.5066
686,72.90521,4168.138
687,97.50115,3203.0288
688,60.03273,4346.349
689,99.56139,4493.553
690,7.6156645,1746.7773
691,76.66774,3756.9326
692,86.8949,4141.3433
693,98.98284,4471.4766
694,86.9545,4500.714
695,58.092113,2416.0574
696,10.553663,1499.4901
697,37.955105,2863.5527
698,50.379852,1793.4032
699,76.98356,4034.6433
700,53.050613,3127.1128
701,57.507168,3249.483
702,80.172455,3750.116
703,49.601402,3214.7996
704,98.762245,3933.1772
705,78.848236,3431.3909
706,54.962257,3328.5225
707,57.756775,3349.2996
708,32.463554,2162.1523
709,61.10739,2910.1506
710,45.154884,2387.162
711,65.68258,2955.4688
712,26.247963,2562.6912
713,35.897835,2938.5784
714,21.463018,2865.6987
715,84.394745,2536.5435
716,46.50397,3488.6975
717,13.902462,2072.0005
718,19.872456,2207.4207
719,76.04853,3633.4246
720,11.71231,2618.5986
721,17.741758,1826.2797
722,42.406937,1883.5309
723,79.02998,3422.5486
724,36.924637,2717.6267
725,18.299215,2416.6963
726,72.15476,2787.3982
727,40.48887,2730.152
728,99.1847,3871.7366
729,29.224644,2185.4602
730,52.972923,3253.0886
731,96.27308,4540.501
732,37.08499,3226.0793
733,5.654458,1011.52454
734,33.312096,2830.1106
735,44.984035,2020.3496
736,84.0907,4021.876
737,92.14372,4206.905
738,41.179058,3243.846
739,2.3477306,1486.3982
740,36.569202,1974.4586
741,32.70234,2348.4834
742,80.27347,3688.237
743,16.413536,1160.0985
744,30.839441,1587.0701
745,72.394005,3715.1663
746,88.95734,4085.5823
747,61.321053,3356.519
748,96.06817,3327.2344
749,56.883434,2474.3274
750,70.428,2596.2014
751,78.9627,3557.6692
752,46.444397,2591.068
753,27.482845,2596.926
754,16.380325,1528.3525
755,82.228035,3869.7505
756,59.69655,2598.7864
757,54.672066,2000.6727
758,36.058662,1474.5762
759,61.60452,2678.7332
760,46.858147,2235.1372
761,76.95112,2980.4397
762,7.085857,1134.0566
763,39.89904,2722.0144
764,77.916794,2369.1738
765,20.489424,1702.5579
766,17.162193,1610.5823
767,19.187916,1505.9695
768,27.741568,2829.9011
769,33.747776,2502.6687
770,81.03159,4203.9053
771,79.054276,2688.5068
772,22.348389,1698.0203
773,70.055336,3355.0115
774,15.63872,1838.5616
775,18.045734,2520.8674
776,21.059303,2149.43
777,25.772013,2046.2375
778,47.566498,2542.406
779,61.693043,4160.9644
780,35.133987,1376.1044
781,20.34861,1463.3511
782,66.41793,3899.7703
783,51.28039,3017.3318
784,96.38458,4060.493
785,88.48268,4092.3193
786,8.882712,1562.2968
787,52.4699,3859.0317
788,55.07866,2401.4822
789,62.749165,2975.0596
790,90.78242,3495.7415
791,35.459953,2076.9807
792,17.301907,1808.7341
793,82.543625,2903.8584
794,23.333296,2302.768
795,9.137062,1885.6113
796,64.2655,4891.1523
797,17.852571,1857.2698
798,45.599396,2962.5674
799,11.673792,1500.8118
800,70.63128,3958.1953
801,27.128107,2792.459
802,28.204792,3268.4636
803,64.71285,3972.191
804,91.0406,3398.8926
805,59.90829,3923.2676
806,49.557846,2921.2275
807,46.642437,2308.2766
808,14.87917,1926.7283
809,94.78232,5689.304
810,19.231043,1420.6995
811,12.379053,1369.072
812,68.661446,3046.691
813,76.23098,3079.926
814,7.4313755,1465.0248
815,52.422356,2750.1172
816,53.92101,2061.5105
817,40.50802,1734.1536
818,29.52573,2644.5405
819,85.27968,4079.0771
820,76.61038,2715.7852
821,44.818703,2622.8396
822,27.58456,2434.2896
823,88.260826,3110.9998
824,89.50262,3581.2634
825,92.81694,3784.24
826,32.977554,3105.0632
827,65.05022,2074.3577
828,76.8263,2512.3772
829,90.09824,2667.3242
830,69.47118,3838.4556
831,8.653504,2126.0547
832,23.366516,2998.003
833,33.901836,2389.6887
834,75.77243,3204.9946
835,65.60146,2898.257
836,55.639076,2669.2817
837,65.8398,3920.033
838,19.819643,2137.921
839,20.362776,1687.6755
840,89.62515,3494.7158
841,31.637959,2600.3542
842,44.092056,2391.5146
843,49.4741,2751.288
844,92.23273,4785.8
845,88.02464,2453.187
846,61.544113,3979.6465
847,4.868107,1269.4719
848,99.091194,4157.7383
849,56.04629,3899.0466
850,42.89768,2766.2822
851,22.911528,2311.2285
852,61.67293,3296.783
853,36.88667,2942.2078
854,15.578239,2162.8389
855,96.75431,4058.8958
856,44.086098,3192.5073
857,8.478526,1118.1338
858,6.9904733,1570.0262
859,78.59809,3899.9324
860,13.4334955,1408.0579
861,94.33176,4882.0635
862,61.961525,4092.8884
863,77.666275,2936.1536
864,23.258913,2215.6824
865,43.5706,2375.8281
866,8.029241,1648.6022
867,99.516655,3031.319
868,99.043205,6659.791
869,18.734533,1605.5758
870,30.186668,1968.2465
871,90.42034,3922.754
872,26.077017,2628.1577
873,35.949314,2882.31
874,91.49302,4618.667
875,94.703705,4198.6665
876,89.92669,2901.7476
877,42.266705,2474.0598
878,85.93821,4398.7803
879,64.43162,4012.829
880,40.674458,2392.6938
881,93.46355,3491.9678
882,24.990236,2061.031
883,17.162169,2123.5176
884,68.23827,3637.1292
885,75.21309,3138.4983
886,65.55113,2813.4365
887,35.226864,2065.2837
888,95.993996,2999.077
889,37.18035,1819.2601
890,8.266155,1657.0792
891,97.47206,5511.8403
892,25.03491,2270.9429
893,93.51266,3728.9604
894,83.867615,2581.8916
895,17.4252,1877.7839
896,72.615814,3455.7996
897,62.375595,2761.6467
898,98.93683,3244.797
899,51.223915,3614.2446
900,45.885105,2850.8982
901,14.979846,1710.9222
902,88.92853,4136.0454
903,73.06113,3069.6519
904,92.827705,3202.7832
905,7.1711874,1222.6213
906,14.912028,1802.268
907,61.451492,2111.8274
908,39.159004,3001.2441
909,18.120226,1905.17
910,14.32927,2015.695
911,83.27346,4277.922
912,28.685328,1813.471
913,81.076294,2778.8284
914,71.74798,3994.5002
915,92.87982,3614.8423
916,37.840748,2386.514
917,87.95295,3393.1719
918,61.991528,3559.3953
919,50.970413,2742.072
920,15.173305,2520.2722
921,54.307686,3291.178
922,4.8117104,1341.6648
923,26.402584,2191.0327
924,98.29743,4076.6611
925,69.60541,3144.6802
926,95.87347,3723.1853
927,30.657497,2458.467
928,22.369709,1907.9563
929,43.53925,2254.9849
930,64.617004,3652.7678
931,89.73277,3543.6567
932,43.089558,3453.0706
933,27.03512,1413.132
934,78.87371,4487.3394
935,41.40868,3027.6912
936,94.135086,3628.0542
937,73.05556,3650.8442
938,76.57826,3640.5376
939,52.135185,3106.899
940,77.002625,3529.051
941,11.1906805,1719.5195
942,61.06209,3807.0796
943,71.03749,3347.1296
944,60.72,3190.9958
945,34.340214,2853.7544
946,28.785448,2617.7415
947,92.71277,3509.5151
948,75.495255,3783.1206
949,16.254604,2587.9414
950,18.587534,2056.9663
951,71.74782,2294.3484
952,36.072517,2762.0046
953,52.632607,3112.118
954,4.984987,1428.292
955,52.6134,3097.8176
956,6.249864,1072.7998
957,26.750072,1681.9622
958,62.055058,3467.3528
959,46.34876,2961.9434
960,22.90405,1738.804
961,81.40917,4519.1885
962,94.8909,3627.3923
963,3.9021034,1306.0812
964,45.692875,2615.202
965,30.91122,2018.8715
966,27.422884,2483.0317
967,91.77466,4787.1626
968,83.29894,3653.3228
969,37.29037,1999.3904
970,77.56591,4092.7993
971,47.15354,2346.2917
972,3.6962633,1306.4799
973,57.216625,2433.4556
974,99.68731,4141.0513
975,22.26463,1966.5979
976,30.360205,2481.1394
977,25.124277,2179.0266
978,87.714775,4028.4653
979,58.997547,2629.1384
980,99.76253,3844.739
981,41.54686,2502.9587
982,97.23654,3000.8972
983,57.212048,2714.7825
984,21.886444,1992.9786
985,54.48106,2418.2913
986,83.260994,4474.4717
987,52.618275,2731.7458
988,23.330421,1833.7869
989,77.95104,2406.1265
990,52.3655,3029.1956
991,46.872562,2410.2615
992,47.573944,2251.0137
993,63.158684,4354.5747
994,56.263172,3318.0442
995,6.4469943,1620.1067
996,57.426243,2876.1677
997,80.32706,4103.5366
998,54.783695,3011.6982
999,25.526,1877.1664
1000,80.31245,3270.4172
1001,36.685703,2872.4294
1002,79.05675,3168.226
1003,13.969389,1753.288
1004,56.481915,2573.4011
1005,29.43132,2007.3993
1006,73.24145,3202.047
1007,31.720224,2415.495
1008,27.185417,2476.3792
1009,15.193188,1792.1627
1010,33.91138,2521.9482
1011,57.640766,2761.9758
1012,59.29044,2235.4724
1013,54.54523,3104.7197
1014,21.381487,2341.8967
1015,50.14102,2864.4045
1016,46.905914,2859.4817
1017,31.096039,2209.1208
1018,55.95584,3525.4111
1019,42.16682,2666.9678
1020,21.62725,2103.7483
1021,42.14472,3143.6396
1022,15.306166,2015.1843
1023,23.9872,1261.5282
1024,21.016447,1341.8556
1025,13.157482,1921.8975
1026,86.19595,3375.2861
1027,90.9278,3649.1418
1028,15.193271,1683.9747
1029,97.05176,3986.1577
1030,74.27276,2902.8208
1031,70.41892,3529.369
1032,82.17764,3309.6685
1033,59.852882,3654.2043
1034,97.37374,4175.5903
1035,33.141346,2445.6582
1036,31.690283,1706.1208
1037,25.980415,1734.7076
1038,49.043312,3050.9946
1039,14.4045925,1501.5258
1040,13.812975,2209.937
1041,8.024695,1637.2191
1042,14.237117,1734.1095
1043,69.73757,3057.492
1044,76.82854,3604.7522
1045,96.58811,4577.0
1046,18.209084,1919.4192
1047,77.15745,3322.5789
1048,32.597595,2451.7556
1049,77.82089,2887.447
1050,47.69249,2362.4219
1051,63.728783,3182.2993
1052,93.80113,4117.8823
1053,34.81098,2500.2004
1054,35.660244,2117.3452
1055,67.52535,3506.7764
1056,48.185715,2104.812
1057,53.568142,2309.5142
1058,16.68378,2839.9387
1059,26.27025,2596.2307
1060,33.181484,2625.1335
1061,77.17274,3176.4731
1062,4.651883,1302.7953
1063,66.83042,2658.8098
1064,25.300724,2873.5652
1065,46.18755,3270.3887
1066,98.29668,4313.2637
1067,4.0569324,1309.0491
1068,83.322845,3319.4666
1069,90.66032,5137.866
1070,17.245121,1763.8406
1071,38.43925,2564.0042
1072,48.436134,4252.444
1073,27.114244,2557.984
1074,4.8756704,1127.7716
1075,33.296658,2609.8296
1076,32.88899,2428.044
1077,83.901596,4122.8804
1078,16.89007,2476.248
1079,5.2228456,1550.9272
1080,58.403263,3588.7593
1081,4.625907,1503.3485
1082,63.949272,3805.6497
1083,8.934605,1808.0654
