x,y,z,s1,cs1,cs2_bottom,s2,cs2
-54.540817,2.6467423,-33.269535,14.300375,17.469276,438.65167,1706.519,1773.6366
-18.020088,-12.383579,-62.30034,10.339373,11.151541,482.97772,2206.6975,2002.1179
-53.162308,29.027584,-71.88824,10.206819,11.809519,363.85355,1243.7645,1379.9436
-37.688614,32.773872,-18.915861,14.127116,17.68511,313.57043,1302.0729,1394.3373
-20.961075,45.77309,-60.69566,15.455715,17.791708,433.06738,1520.8094,1696.2521
-56.8245,-29.589804,-111.02703,20.595951,19.65123,465.90097,1305.921,1697.9363
-12.366342,39.098396,-114.17422,11.445432,10.020307,391.90756,1519.4926,1768.692
-18.014345,-59.208225,-31.377914,3.1747289,3.9634678,373.31577,1383.1923,1596.5486
32.170624,-41.97406,-92.081,16.539751,16.766384,467.11484,1733.1587,1719.3005
-2.7494304,27.553892,-126.70209,14.827907,11.386123,439.02673,1744.977,1688.4395
-41.25011,-39.929394,-37.981236,20.90546,25.435127,357.80615,1296.2921,1424.1526
7.564903,4.496582,-10.617479,14.274457,16.593967,435.88544,1787.5355,1751.9198
-45.57178,-16.301641,-130.93521,18.762314,14.926634,475.55682,1725.8502,1972.3546
-0.108737834,3.5496547,-89.21927,17.166307,16.272003,421.69968,1832.0886,1787.5854
61.773163,16.879156,-47.23366,14.901941,18.053259,400.30106,1221.1799,1541.3025
46.33549,-38.711372,-109.36309,11.033741,10.480685,360.3569,1261.085,1401.5054
-0.42936048,-41.280132,-48.23597,7.5151315,8.678135,480.97247,1750.5784,1937.5417
27.688604,-40.508415,-135.09247,18.251408,14.21189,429.94424,1864.2198,1871.883
-15.978109,-34.71835,-95.14401,26.215757,25.008179,390.99106,1446.5493,1547.8722
-0.643003,22.596485,-20.910486,11.0358515,12.898968,423.0191,1662.9132,1584.9663
42.965702,-9.717851,-89.41131,13.855264,13.973039,485.57858,1859.4604,1881.4845
-64.38454,-3.5110528,-118.71535,13.184384,12.0626335,490.32693,1592.6329,1904.3534
-32.365566,-16.120396,-136.49728,14.700859,10.741475,403.46,1297.9164,1546.3507
52.15844,-4.183432,-45.989437,21.55386,25.692919,372.82535,1616.0916,1656.3993
1.2293465,47.540115,-60.913414,19.598162,22.128927,346.61826,1241.0607,1407.6289
-1.5819335,49.51991,-16.357477,7.23341,8.914551,414.62894,1509.0148,1653.9604
-37.906742,51.858635,-105.37917,14.139478,14.223764,425.0853,1326.3335,1602.0823
10.730921,7.9283876,-72.03289,21.267239,21.98495,503.2602,2298.498,2064.5256
-40.596275,44.850727,-24.326662,22.253159,28.766891,407.22324,1377.8036,1540.8848
-42.399654,37.969097,-100.44182,17.448868,17.58943,442.38074,1516.3239,1791.698
34.954174,-6.55013,-82.04287,18.435555,18.929136,369.8785,1595.6766,1587.6931
-57.11016,-2.8072898,-17.957563,12.58245,15.6518345,423.5697,1640.0692,1714.2983
-37.08724,24.045372,-24.637161,10.903309,13.267854,463.13223,1738.9054,1695.085
-11.541948,31.128206,-106.534164,16.087307,14.378118,394.36823,1579.5087,1703.4777
51.81386,-29.290592,-23.096272,17.292883,21.605743,397.38495,1495.7511,1586.4523
19.319603,-22.841694,-74.43717,20.788342,21.702496,411.54996,1783.372,1645.2325
-26.460155,40.273014,-105.60078,14.173001,13.371755,427.61423,1655.2025,1866.5087
23.09285,25.37554,-64.59608,10.968903,11.922521,405.5247,1619.7996,1636.7019
22.537954,33.463062,-56.6761,19.753227,22.227306,440.74536,1593.3805,1758.3147
32.400257,7.1076837,-125.04429,19.435421,15.277367,425.79,1441.7292,1766.7032
-3.089623,17.554867,-87.24051,17.513805,17.046618,434.6823,1866.8857,1817.0717
19.533886,-23.891464,-120.89195,28.723526,23.108007,453.56836,1747.8746,1691.0664
47.437416,29.815409,-62.87321,11.910876,13.549269,553.2451,1701.7529,2095.3264
26.109621,22.722477,-40.253757,15.770466,18.245144,336.53732,1421.3247,1389.247
-28.829887,-38.824768,-12.528877,16.051903,19.59982,458.44327,1918.374,1968.8386
-3.6848226,17.591885,-18.630945,12.083868,14.103999,523.3573,2132.964,1918.586
-4.0798554,10.080818,-77.97498,8.632233,8.720741,422.84302,1721.4043,1772.6759
50.40885,35.585033,-98.2829,19.22957,19.427822,494.90317,1509.6147,1898.9485
47.85815,-32.597713,-131.4125,10.232523,8.540378,389.70404,1298.1721,1523.3015
-37.91515,-40.959137,-85.58669,11.6318035,12.06976,551.9364,1855.807,2155.6309
13.715948,46.229546,-36.455734,7.4115443,8.8517275,430.22717,1320.2987,1534.2357
25.280966,40.30401,-31.97063,12.112906,14.488715,443.28857,1582.2075,1765.6104
-61.776386,-0.60222507,-94.12787,17.574394,18.257215,438.16043,1532.1395,1750.775
38.265415,38.051468,-109.78098,9.724514,8.982238,500.99054,1637.557,1882.706
-14.477154,-61.03729,-119.23301,21.690882,19.465248,529.73175,1973.8739,2196.1995
17.824135,33.72817,-44.659416,13.174933,15.174351,440.47958,1584.9398,1705.7467
-48.6393,34.40722,-26.100832,10.107874,13.091315,425.15662,1491.5668,1632.7272
31.65331,-40.675224,-105.935646,18.104136,17.104914,390.574,1372.4108,1366.7208
-23.579445,59.535023,-30.57318,5.0663195,6.503759,356.7993,1362.521,1556.337
48.563168,12.8769,-58.98865,8.318157,9.483731,457.4584,1553.5214,1749.0786
-7.3592954,-33.45219,-111.898865,13.157718,11.28553,489.365,1868.9559,1978.5073
-52.412937,-30.94179,-107.71798,13.425563,13.0317335,506.7227,1650.097,2103.1924
-6.996633,11.254143,-83.67624,14.932077,14.658276,485.71228,1719.2229,1676.3148
9.908847,-1.9405606,-11.086132,9.302478,10.81477,397.4526,1843.0507,1628.1742
15.645202,-12.66273,-62.866055,24.887514,26.770605,333.5983,1454.867,1416.5226
42.52012,-42.446964,-113.25534,14.334353,13.295585,515.9864,1926.1775,2123.6172
-15.8207655,-16.743578,-41.582832,9.364621,10.625608,348.9604,1607.7551,1512.9507
-45.385674,-10.324737,-120.44747,28.182396,23.863012,458.54544,1688.6492,1841.2305
-57.67698,-7.678562,-49.41189,13.917334,16.627098,389.32675,1502.4655,1641.3223
-43.802845,31.8181,-137.776,8.81779,6.9765244,519.58966,1698.6089,1958.3601
28.32482,44.33397,-88.5654,11.483736,11.800732,419.21127,1388.3112,1611.0964
-0.34420103,-5.588705,-28.133595,17.978193,20.601673,443.04556,1901.287,1741.9393
42.67269,35.82316,-48.6029,8.059243,9.565125,490.34122,1797.7772,1946.4833
-47.829967,32.691025,-107.868576,12.933481,12.675611,460.69492,1465.6188,1697.9308
-26.12819,-45.44725,-29.457607,14.620004,17.85569,361.66962,1521.1066,1667.2585
-46.88002,-7.5111103,-96.00099,16.615866,16.300772,381.06302,1350.4978,1452.6642
-8.622758,25.887476,-48.139984,12.201237,13.875432,559.9003,1976.2819,2144.1975
21.34771,-36.63414,-78.28738,19.316578,20.312595,520.332,2079.2556,1963.2919
-4.0067916,23.165813,-41.340237,12.2593155,14.001002,498.41904,2407.4072,1989.1073
16.767511,43.697746,-73.03041,21.279654,22.963736,428.3567,1384.0629,1668.2783
28.120035,-53.938507,-42.30225,10.661828,13.195894,439.2177,1605.8706,1748.8362
-40.929756,-7.9333696,-33.297073,17.246523,20.415064,442.58997,1698.6816,1689.0117
2.225846,29.313063,-64.42517,12.432512,13.410313,475.87067,1699.8153,1815.4381
-30.155664,41.432587,-107.408966,20.568462,19.496048,454.67886,1560.979,1763.3604
30.256517,-50.89745,-52.69745,15.219434,18.375845,334.5706,1366.6289,1463.4171
57.38637,8.481396,-137.93733,24.561281,19.544424,398.42636,1366.6509,1648.6884
-44.35057,-8.135071,-140.56949,26.219318,19.381964,414.25946,1539.7144,1727.5548
1.4268271,30.338524,-141.10023,22.025768,15.220763,372.3393,1303.2194,1454.1837
-15.488008,4.2172174,-31.91886,9.656639,11.081328,339.61575,1780.4706,1397.5236
19.508476,-45.04791,-103.84145,19.523788,18.452944,318.09268,1293.1023,1338.7096
-50.33662,15.793949,-71.245575,21.005968,23.627445,419.19638,1487.0642,1502.1655
-59.468807,10.389689,-108.858665,9.990889,9.739538,446.9965,1477.5787,1621.7697
-45.90924,34.496944,-59.736214,9.88673,11.60961,454.89273,1755.6794,1890.5797
-42.024513,5.4393053,-116.43338,26.74417,22.95374,445.40268,1831.531,1871.1471
-18.033583,41.57636,-39.070553,10.866013,13.033062,417.4752,1538.4159,1690.8988
20.491539,-57.970577,-94.996056,22.186098,22.70678,393.80228,1147.1854,1415.892
19.85248,53.79977,-129.27687,28.013828,23.212072,401.60208,1260.0187,1589.3275
-36.776882,-20.852459,-57.041615,7.5807467,8.557533,466.11084,1612.8429,1917.84
20.196894,-58.273552,-83.48825,12.97586,14.000373,474.512,1327.8151,1658.1565
-37.052597,-52.357357,-102.79534,14.045668,13.69739,387.62042,1101.6052,1404.1194
52.248074,25.928917,-128.06578,16.629099,13.939697,570.59045,1642.6201,2064.613
54.138584,22.257511,-70.397026,10.5348425,11.856645,374.03528,1291.6438,1503.6632
57.55901,2.542364,-27.820057,12.918495,15.807122,422.8504,1594.0393,1751.7706
-42.50813,-11.186758,-69.796486,17.04469,18.648476,360.53384,1527.5409,1595.29
62.52616,-4.1785293,-68.69826,4.591854,5.2478046,357.85077,1263.7883,1468.6312
19.433195,4.332619,-51.69737,11.620528,12.884616,483.67923,2093.2615,1806.0695
-4.6419864,13.64494,-92.161125,8.731423,8.198085,335.88358,1382.3439,1390.6392
-20.57845,-0.72097504,-26.227596,12.543081,14.5081215,496.3235,2426.4727,1941.8654
-20.142006,9.149196,-89.42528,10.589135,10.205018,497.16516,1665.2614,1799.4479
-20.370264,30.755703,-72.09647,19.599277,21.071646,471.97272,1786.6284,1725.8433
37.220222,-6.8207145,-127.64668,26.853302,21.159794,425.1066,1561.6074,1631.6373
-31.629784,37.863194,-28.118069,11.184235,13.802516,474.23996,1954.6549,2037.2885
-23.65158,37.105915,-139.97191,18.581278,13.753459,313.77386,1203.8131,1329.0408
-4.5421586,58.04388,-52.13254,11.60917,13.947304,476.27246,1559.8716,1875.5197
19.619549,35.449345,-39.232754,10.034311,11.685143,415.84903,1629.8496,1752.4373
-16.850225,-21.128452,-103.1913,21.295221,19.042994,403.17786,1590.6547,1591.9242
4.2620564,-5.9065824,-131.2499,29.89501,21.907675,447.82635,1863.9673,1758.5626
13.450792,-52.712708,-62.17681,16.556543,18.960182,479.04636,1611.7681,1873.9374
-16.60691,-30.780098,-72.55494,8.057532,8.559239,355.7196,1470.6144,1486.7168
-29.103495,8.436113,-102.65427,23.857494,21.749434,461.37173,1636.634,1695.9386
48.589943,-34.283504,-100.690285,23.186878,22.953127,423.46075,1375.1328,1559.9283
-14.63775,48.84533,-70.042725,11.617851,12.878233,508.443,1864.7725,2109.6113
-53.941673,2.8042595,-110.50755,14.451371,13.465255,519.5992,1903.491,2125.7026
10.533175,-62.68241,-93.29452,10.125017,10.649065,416.318,1337.0414,1735.824
39.02134,-20.791723,-89.15055,14.597805,14.702492,335.5973,1298.7028,1442.6864
-18.780031,-42.87347,-56.710327,16.60322,18.812551,346.44565,1225.0714,1369.9303
22.83902,3.0332806,-26.277412,14.559728,16.878025,427.26483,1540.3226,1592.8387
0.7744761,11.202381,-66.42067,14.232952,15.050988,343.34702,1499.7843,1447.0112
53.02903,-32.120564,-119.517654,16.740046,15.205986,384.50577,1329.4491,1561.5349
14.027285,-44.377373,-116.723694,23.85167,20.71173,431.1936,1650.5615,1844.1797
27.958593,-15.614233,-97.39838,17.266485,16.240412,426.09167,1730.7365,1798.7229
-30.644432,46.60383,-26.244202,5.706608,7.148667,386.21555,1488.826,1631.0857
-1.4735749,-24.318918,-15.408967,8.022864,9.361324,393.6716,1690.5796,1552.451
-26.474955,-17.07291,-87.491875,21.403793,21.174685,325.13632,1581.4542,1425.0684
39.882465,-24.819704,-95.272064,13.634642,13.374555,518.3779,1934.9894,2141.2507
-23.272594,-12.155519,-41.92229,12.927443,14.767801,520.9021,2477.3613,1959.2129
-20.209011,2.451237,-25.40504,16.664442,19.311964,524.0891,2689.358,2098.4612
-30.302456,-12.120208,-113.23239,10.750954,9.186994,510.79504,1730.3098,2019.7977
61.92113,6.682907,-119.477356,20.321465,18.291697,511.91428,1568.5497,1925.5345
38.74721,-27.188438,-80.35402,17.874943,18.800425,460.84317,1674.3125,1797.5333
23.218044,40.71316,-111.261734,16.48094,14.610507,363.30682,1191.522,1452.344
-50.7709,-37.96271,-87.49924,22.59534,24.266003,411.7894,1251.8457,1661.9988
54.49258,11.509567,-140.03226,20.020376,15.38345,517.98157,1719.3926,2140.569
-16.943848,-0.38799983,-62.417046,10.48427,11.315977,514.1722,2086.687,1976.0826
22.52966,52.91204,-91.5302,14.993712,15.366502,440.12863,1510.0243,1789.9453
-9.934629,-29.937515,-68.31722,21.663582,23.08992,426.9811,1765.535,1790.5269
-45.299564,2.619092,-57.91169,9.103109,10.367414,412.97778,1530.7201,1512.3313
-38.99154,28.922024,-54.599735,14.633167,17.09615,374.01065,1544.3397,1556.4584
-20.181875,34.738754,-63.127888,9.993496,11.112693,348.08185,1502.6753,1503.5497
-23.649313,-32.374092,-132.33571,10.654515,7.8686223,473.45358,1810.1666,2039.1833
53.673683,32.673462,-104.906876,16.402233,15.985635,364.24716,1043.9628,1350.804
-30.617392,35.778305,-117.50372,16.498096,14.4209175,477.90543,1632.1891,1842.7482
-29.981195,-9.9543495,-134.00093,21.209465,15.525878,382.4492,1253.6074,1481.2571
-37.35318,-45.368023,-138.87915,13.513931,10.437861,414.5873,1257.5536,1536.879
-25.029337,2.5418644,-118.90928,16.636522,13.372914,378.39926,1614.9379,1763.6747
-39.641594,40.176437,-93.34224,18.435205,19.169909,452.30557,1568.0906,1784.7411
-41.219604,-5.021932,-85.51676,20.408024,20.823784,420.5228,1538.0116,1639.0636
5.737995,-2.3866956,-84.17918,17.8605,17.457869,371.96222,1754.8566,1731.9363
29.466595,28.587217,-59.763416,9.64781,10.77894,419.95483,1599.5607,1695.9303
44.25023,43.670868,-38.6426,8.565075,10.581301,372.20032,1282.5793,1503.3364
-10.485392,-7.7130604,-59.890858,13.42219,14.499131,489.03577,2129.1387,1882.9646
-37.63442,-31.254068,-103.2293,11.594128,10.969614,506.55942,2007.1875,1990.3625
-44.997322,43.535553,-124.52224,24.20483,22.092611,510.88095,1688.8783,2080.0278
15.433079,-8.327031,-83.69966,16.701448,16.48279,291.0218,1154.5518,1356.8723
-7.16401,-57.174046,-72.45902,12.839813,14.23904,357.26956,1022.9358,1316.9425
-1.3387476,-33.127975,-78.31998,14.115349,14.572837,413.99588,1856.1525,1626.313
45.97347,19.463531,-20.414024,12.036115,14.580571,441.18036,1778.6564,1893.4534
22.670765,25.42932,-60.033554,17.508427,19.340443,425.4913,1562.0682,1599.2206
-19.227222,16.107325,-36.734375,6.190448,7.154063,366.01578,1327.3635,1429.7009
8.574651,-40.9681,-24.634731,10.46869,12.526378,525.7968,1996.6763,2056.5845
-20.566093,-46.42709,-100.574524,16.260738,15.675557,409.66815,1489.7533,1674.4797
-27.676304,-57.89226,-36.327755,13.853012,17.122927,392.99695,1197.1312,1502.679
51.4101,-29.784172,-101.07544,12.761846,12.595922,469.1581,1723.8099,1935.8522
41.30589,42.004246,-74.95173,13.799774,15.293996,484.97226,1682.364,1934.0674
-23.87427,-21.80217,-110.677315,22.485039,19.130793,414.32077,1666.7236,1685.5577
-43.34779,-42.688393,-67.60118,8.407597,9.591384,481.82553,1667.9849,1905.0999
38.969128,-49.573715,-52.24493,5.4416027,6.5571265,369.2494,1418.0858,1545.8114
-2.381317,22.598728,-46.581547,10.774797,12.14555,439.7663,2008.5806,1747.9854
-12.909336,-52.875225,-118.20755,15.495435,13.65076,456.26953,1540.0157,1713.2115
-54.263046,-31.970274,-75.0197,6.3966193,7.2090993,531.24426,1559.7192,1968.2941
-21.966343,-13.525985,-124.6374,18.827349,14.636981,435.50266,1764.5931,1702.7837
-30.535685,-26.865911,-97.86541,17.696981,16.844746,489.74142,1878.872,1971.5297
-32.273952,-17.057783,-44.25313,11.160044,12.874895,431.74783,1482.5072,1543.6322
-6.4927077,-14.220277,-37.50671,21.660597,24.60147,362.91418,1854.8218,1641.2345
63.039627,-0.45076653,-84.37283,16.777245,17.838528,483.4747,1540.0787,1822.7782
34.88034,33.33175,-76.90282,16.400763,17.50142,414.34354,1471.6882,1639.4238
-55.728394,-18.092323,-22.162611,13.9947605,17.664454,452.1432,1653.9113,1791.0978
-20.631792,-10.345919,-112.22509,23.04897,19.45507,401.09793,1679.762,1584.7799
11.855492,-43.381054,-126.14237,15.79968,12.891432,396.20917,1388.7295,1560.1602
-40.91324,-47.992622,-40.41684,12.316776,15.035525,503.07095,1599.7032,1929.0205
41.590054,-34.377975,-126.60961,18.104206,15.273682,461.7717,1654.6371,1743.8523
34.453186,28.643995,-34.765064,13.165643,15.643823,381.08624,1613.892,1602.9174
6.270674,16.0508,-110.804146,17.380491,14.695266,439.73557,1637.2356,1754.1711
54.82708,-31.141058,-46.960964,10.7044935,13.088486,423.84128,1501.7936,1654.2616
25.334414,25.035324,-65.11981,12.676109,13.790653,429.46716,1611.6517,1624.6296
-17.995966,12.584633,-105.3467,18.011677,15.873048,430.88678,1419.7408,1631.5564
-4.400495,48.460667,-93.73178,9.0435505,9.023513,489.54865,1639.9001,1894.6564
5.7313137,-2.3112504,-88.63965,14.517292,13.8113785,434.51334,1688.3566,1667.8833
-5.1121063,-33.05081,-16.18056,18.965193,22.431293,475.49744,1916.208,1818.4548
-5.7863092,42.730785,-90.068085,21.68363,21.834723,509.59836,1753.6852,2037.1438
50.931396,30.854607,-86.42531,16.585669,17.57257,471.4333,1449.9329,1785.2489
-23.69129,47.64856,-37.55288,16.057411,19.7464,493.42136,1710.295,1853.4215
-2.8507595,57.112564,-99.006165,8.946703,8.827461,306.65195,1055.8342,1309.4166
-34.06859,-1.57392,-50.822704,15.586826,17.711391,434.22504,1709.5464,1758.7063
9.814611,23.126244,-18.738539,11.653342,13.675133,437.51807,1671.7666,1636.752
-37.23601,26.916946,-61.07913,7.372347,8.366905,466.5091,1795.6371,1833.9657
30.911516,4.272992,-76.030106,13.072851,13.547658,461.57928,1550.829,1750.9297
-38.683857,-47.280968,-77.987335,12.132754,13.214983,423.14066,1318.2446,1626.3773
1.6409593,36.35392,-11.080395,7.4710345,9.003891,366.4781,1492.5182,1321.8074
-17.914864,-42.78085,-82.65233,12.337468,12.702653,402.5604,1379.1486,1519.5789
10.179906,-41.99732,-112.047905,12.180635,10.762324,492.04068,1881.8872,2068.2827
-43.14051,13.683043,-115.14318,25.202168,22.287615,358.19138,1429.0604,1445.2279
-7.62424,63.23,-85.301025,10.808642,11.651454,413.71353,1145.469,1425.4926
-21.001478,-36.16821,-118.81215,10.871784,9.0385,446.84818,1563.4698,1787.952
27.05916,-2.9616458,-82.701805,7.6241064,7.6563177,306.94037,1407.624,1457.5184
17.799177,24.690847,-97.69079,17.72695,16.511963,360.69016,1315.4178,1373.4369
49.13645,-12.464404,-37.83179,15.329634,18.620373,412.68826,1663.2267,1640.34
2.910626,-62.983467,-64.063705,12.802734,15.008975,426.79752,1244.4049,1577.8312
-24.915129,27.895685,-21.514341,14.852246,17.832136,344.885,1426.0702,1443.0787
-4.9394116,-11.555348,-73.27051,20.829088,21.414358,481.67276,2103.3987,1867.0038
-34.67868,-7.6550794,-129.1252,17.680273,13.561005,383.47845,1334.1099,1529.7378
27.032558,53.90512,-90.818344,10.946772,11.356754,342.99924,1197.3401,1510.4133
14.911457,-40.45661,-106.68469,12.744887,11.773558,391.2964,1649.605,1703.1847
-30.999462,-36.28241,-9.608692,8.500207,10.364761,373.05637,1492.595,1536.1072
26.590504,0.69807625,-105.243095,17.425217,15.508545,478.7743,1863.8906,2029.6606
