x,y,z,s1,cs1,cs2_bottom,s2,cs2
38.11102,43.90626,-112.655,16.262367,14.901501,384.473,1302.2896,1568.8356
1.9804245,7.1191616,-9.613012,6.683774,7.77688,391.47202,1813.8403,1716.007
23.347813,34.33536,-124.14789,28.217047,22.492054,370.34128,1197.5974,1429.0009
13.329027,57.854797,-119.359436,23.738283,21.58385,345.11707,1265.1501,1504.6292
43.93208,-36.33083,-107.04386,11.374607,10.779005,484.6471,1816.4485,1928.2537
-16.62697,51.549362,-108.67979,20.737888,19.516758,323.6713,1262.3732,1514.2462
-8.516166,2.9017932,-33.078644,14.076992,16.088844,460.71262,1855.1757,1700.1036
20.806866,-49.382633,-24.893324,12.714733,15.656764,463.7982,1642.6665,1697.1763
-39.450935,-17.528713,-133.37756,25.94125,19.825489,421.45154,1445.8706,1689.5282
28.582163,-40.61781,-88.93408,13.800533,14.080833,456.1268,1789.3888,1729.3011
-21.35527,33.794483,-128.88686,15.472136,12.019799,432.4861,1581.7478,1682.1222
-34.15498,-22.083862,-66.703026,15.817053,17.309639,428.09247,1782.6953,1817.6622
-44.28449,-32.20774,-70.874596,8.148698,9.0554695,578.5879,1755.7119,2118.0327
35.19054,-36.783993,-119.87649,12.260573,10.680747,439.9422,1744.3927,1767.3623
-44.02384,-28.945276,-104.06272,12.193419,11.649502,506.4437,1744.9545,2050.3552
34.751045,-18.748259,-81.88533,10.705266,11.023008,497.64563,1770.6139,1919.3794
-21.77175,-4.308227,-97.44164,13.412538,12.339811,533.8587,2305.7185,2108.1233
-25.6626,17.228588,-82.1475,14.526319,14.768525,393.68423,1574.792,1645.6993
33.415035,-25.96004,-89.53051,20.587433,20.480864,440.0482,1784.9849,1820.6443
29.692396,-51.46149,-99.17775,21.479351,21.534107,432.78833,1439.977,1651.0092
-54.50107,-30.757437,-29.85707,19.340538,24.381569,431.10376,1450.3042,1760.4402
19.639036,55.782722,-21.81951,15.42231,19.392162,491.85065,1355.8674,1776.856
-53.18323,13.01067,-124.26939,14.993536,13.047304,437.2553,1492.5459,1620.1345
24.882658,-1.1036862,-67.71208,14.340777,15.2172785,474.99005,1669.6537,1754.4524
26.660925,-0.7242139,-85.82611,14.299128,14.108264,443.77878,1749.9961,1874.7632
-35.924988,13.304527,-26.40269,10.812589,12.916164,422.9447,1840.2294,1724.8567
-2.4649334,-45.082756,-28.280205,13.962529,16.800282,407.8278,1572.258,1597.1132
-46.531906,-33.236168,-49.055557,10.514942,12.576749,381.6725,1293.0637,1588.8483
34.82667,-4.610071,-90.17818,9.636672,9.509797,393.60336,1642.1692,1688.8383
12.9965105,36.90594,-104.21892,9.0871525,8.252834,409.23798,1300.1396,1513.8362
-15.992654,-46.584038,-124.67398,15.875208,12.941724,423.95087,1586.0372,1836.3579
5.6961255,-32.808155,-75.36253,11.688912,12.22854,387.13867,1603.093,1690.6368
19.306572,-24.722185,-79.05741,17.364626,17.786884,490.8369,1953.185,1831.5303
47.18016,-37.766758,-77.22101,12.649995,13.877771,436.04742,1506.4268,1601.9325
0.6985748,58.79727,-136.84268,24.736055,19.956057,419.2576,1157.0774,1589.0032
33.964855,-30.047754,-73.84223,6.075118,6.5264783,479.57193,2051.875,1989.0814
-14.45005,15.087765,-60.98024,11.451349,12.428431,368.7959,1422.8319,1383.6497
57.597633,-10.372568,-35.819145,7.559275,9.411592,404.80408,1558.9698,1630.7998
-23.837948,50.939976,-36.040543,10.351572,12.8764305,477.0013,1680.5681,1842.4106
-26.575247,-13.926992,-18.722813,11.676943,13.738718,441.23663,2050.6882,1690.7122
14.919485,46.3196,-34.26408,13.00193,15.625007,388.50775,1353.4624,1574.811
-20.722525,-55.413887,-47.404167,6.4811563,7.8271747,456.6558,1406.0767,1666.8464
3.9486704,-61.94847,-130.11792,13.453088,11.581412,490.23587,1460.2932,1912.4192
23.914148,46.22728,-42.958687,15.163423,18.08905,498.41608,1742.5505,1970.6316
51.088425,26.703846,-48.61397,18.333248,21.880642,396.91983,1411.1155,1678.9984
5.3461766,-30.555922,-79.44176,10.537735,10.732617,334.9199,1211.7853,1299.9906
-2.531106,25.618025,-61.610554,12.7141485,13.8866825,507.165,2362.9788,2109.143
-32.784206,49.384876,-114.6773,11.949428,11.215486,510.2347,1707.5876,2085.0046
20.312243,19.078241,-140.85345,19.857716,13.856486,507.94336,1948.7234,2059.093
-54.557896,12.081961,-126.439445,22.25416,19.042395,431.3545,1577.7157,1767.3673
35.75168,-50.391502,-32.665882,5.6980314,7.1177645,442.73566,1724.7836,1821.4207
-25.432276,-36.822758,-92.240974,23.668234,23.212296,421.11014,1315.2953,1538.6292
-39.939842,-42.59035,-135.98172,24.894278,19.680468,462.66467,1413.3256,1755.3605
18.641968,-8.885831,-114.837204,22.64639,18.658194,368.78693,1276.6162,1452.2158
-35.786663,-38.04696,-86.29092,13.554152,14.009693,383.58493,1468.2522,1623.5249
36.550354,19.716986,-112.928375,21.740767,18.981697,467.1142,1584.8875,1960.2094
-60.406685,0.7766589,-123.08726,15.3051605,13.6678505,462.49582,1747.1086,2060.6626
5.6338787,57.783966,-41.327885,7.7213106,9.570982,530.18304,1566.2626,1858.8451
-64.68655,-0.20640574,-104.31389,12.552438,12.351065,417.9007,1327.0377,1588.2574
-62.814434,-9.39375,-83.25942,11.877535,12.8704195,519.50305,1768.2582,2112.571
-20.42037,-38.317192,-61.80293,20.333107,22.641283,369.11026,1480.8601,1573.6818
-24.781282,-54.836388,-60.859077,9.34468,10.840923,388.07004,1455.0502,1701.358
20.276148,19.245022,-58.533703,14.69444,16.183372,481.74146,1965.2936,1932.013
-21.855793,52.141605,-134.94012,16.873476,13.463617,501.02243,1793.9534,2149.555
41.453167,-9.363137,-24.983166,19.32942,23.220795,356.9677,1562.9131,1485.5704
-16.626675,47.583893,-86.59244,12.433737,12.944689,431.02847,1483.5287,1688.9458
-37.19049,34.909805,-28.559452,20.785048,25.95789,472.80374,1797.7886,1931.7756
-33.192764,33.820847,-129.90765,9.790996,7.8960843,428.3091,1585.4415,1877.1743
-47.844807,35.983753,-82.76404,6.396658,7.0316496,554.3544,1901.341,2116.751
42.119637,-24.901838,-27.554512,28.581364,34.48797,414.58957,1513.4963,1552.5369
54.512238,30.588406,-51.357643,10.425967,12.535097,522.3788,1450.7194,1790.3081
2.219488,25.503624,-48.046093,9.003417,10.175685,385.92856,1415.7019,1427.3992
58.31751,3.1667452,-112.38223,22.145744,20.313011,421.0599,1570.0808,1820.3774
-25.942724,-32.85497,-96.46648,7.0494766,6.7133546,508.53668,1649.2589,1808.5885
-32.91365,39.929726,-11.811217,17.39308,22.01886,364.80133,1367.4174,1407.9553
-3.4197624,-52.164482,-112.58932,18.343801,16.730282,478.52997,1809.5199,2021.7559
62.51818,-4.581781,-75.68937,5.953327,6.6433296,440.7617,1468.0443,1722.825
37.840454,-42.908737,-88.622505,25.797546,26.79003,372.97513,1447.3326,1521.8236
14.62158,-37.024303,-28.926786,10.551112,12.467681,394.54703,1639.6093,1541.4363
50.606106,-38.142838,-53.027527,5.6985874,6.8201747,461.9498,1601.9026,1779.4829
-39.042057,-35.316235,-24.01677,14.356841,17.685286,512.88367,2006.2233,2036.446
-24.849516,35.096172,-120.53846,28.320692,24.003698,358.6896,1524.8024,1634.3226
-32.051537,-46.622345,-84.85715,22.421875,23.408136,332.91095,1221.1786,1429.5609
49.920094,-35.84627,-77.902084,6.852668,7.5483084,462.8676,1686.7251,1891.14
40.56494,17.221882,-98.76127,10.107803,9.6727295,335.7069,1220.1542,1419.4716
11.295588,61.000713,-125.797516,14.271477,12.619402,366.54242,1186.6113,1636.6324
-31.628643,22.164244,-7.7118073,10.827698,13.175967,464.89584,1845.9668,1759.581
-12.298025,43.427498,-101.337204,16.060738,15.308307,464.76816,1504.1808,1723.9481
-19.286518,-45.065426,-119.7161,18.789713,15.9417515,551.3668,1812.8999,2146.8179
30.53912,21.551666,-51.74651,15.183061,17.205189,493.5877,2142.1042,2025.8785
-10.554712,-41.84054,-58.67687,17.343796,19.497416,303.63733,1331.754,1322.3959
12.849545,-32.000587,-31.8114,17.916327,21.02781,475.17258,1792.4866,1694.3396
-16.148605,24.10607,-80.34329,19.037197,19.435198,393.00827,1607.0133,1716.4152
1.004926,-27.161818,-27.548233,20.067015,23.321964,414.0125,1795.6816,1723.0442
15.879417,29.189898,-123.3254,25.932655,20.630476,466.323,1766.822,1959.5692
53.709995,1.7604065,-73.82002,11.172154,12.217589,345.10913,1336.7488,1421.6625
-32.60682,16.651453,-108.28863,18.845512,16.994675,477.6571,1781.7561,1775.7549
47.44401,14.060299,-46.208473,11.084621,13.027076,511.5738,1642.9537,1816.9241
15.104294,37.636307,-107.19931,13.980943,12.561898,503.98428,1633.5432,1963.1239
28.585737,-13.731242,-77.097824,18.101107,18.643818,400.14716,1622.028,1639.6906
-24.134363,12.758524,-141.11624,23.743793,16.770397,419.49384,1641.6235,1778.8789
-30.924831,-12.425945,-140.30577,22.828892,16.208849,436.7186,1433.5332,1728.4818
10.24809,-8.492338,-137.33556,26.49451,18.864511,401.40103,1701.4097,1665.4244
-32.13638,41.317627,-49.571457,10.172251,12.1372595,463.34192,1765.8998,1893.8259
60.441406,13.015663,-126.6896,14.985517,13.033774,285.44162,1014.3558,1300.5024
36.753807,35.596672,-11.635514,11.829526,14.547481,349.22372,1465.5195,1541.3813
-6.7975087,29.534039,-120.36984,12.708255,10.175269,496.2276,1348.5364,1683.2374
-13.708952,17.24149,-90.29562,19.382286,18.676603,401.76068,1470.782,1596.6761
-0.21239348,-10.837868,-56.78235,26.758373,29.149902,468.5766,2195.136,2006.2404
-28.53839,1.6478573,-128.14348,11.838151,8.978027,419.7787,1360.5156,1528.6399
-36.92879,-46.730576,-88.129074,16.926256,17.60411,486.05676,1574.5964,1945.5347
42.633453,-36.276543,-46.014072,24.035233,28.592823,383.25705,1541.6029,1556.9011
1.3982086,53.23422,-89.77034,17.888485,18.469255,407.98035,1265.4677,1586.5271
-35.36057,5.283893,-141.33879,33.83167,24.031538,473.21683,1737.2628,1870.6301
-13.880673,-9.340122,-7.3869295,14.839498,17.334513,380.13553,1704.0614,1413.7312
23.917606,-49.104965,-94.60361,11.39737,11.429908,404.08212,1506.7795,1633.0117
48.065357,27.839394,-81.77321,17.661457,18.819164,481.4203,1479.8569,1834.2599
9.766527,36.838528,-117.257416,17.341457,14.411175,371.3865,1168.4131,1331.8563
-40.46239,6.5466943,-99.87266,15.434347,14.58772,449.91455,1812.3536,1849.3983
-40.71695,25.106958,-122.35974,24.49097,20.922823,417.74976,1680.7207,1798.6576
-0.46617386,48.669006,-17.323132,5.401152,6.6662107,457.90115,1570.4111,1782.6293
-14.231127,-15.596078,-63.497654,16.620792,17.855494,531.0795,2035.6293,1950.761
-35.225136,41.447697,-84.08205,11.09234,11.870171,505.02496,1910.8036,2109.588
28.805002,27.104115,-107.37697,16.573822,14.739058,378.72183,1622.4177,1735.684
-40.679836,-28.878628,-138.28076,15.397259,11.61806,391.3599,1307.5286,1639.9592
-6.4994226,43.83904,-89.82906,20.516455,20.641129,380.1953,1313.3535,1526.203
-51.943886,-18.484016,-61.672115,11.6740465,13.378941,486.5318,1869.6663,2011.8708
-17.538408,44.384575,-121.569725,15.382457,13.030462,345.19943,1163.6102,1371.9478
-2.502438,10.416024,-86.39318,18.98438,18.423218,431.22006,1580.2976,1638.0659
-21.548304,-12.847085,-139.7632,31.891176,22.010773,364.49063,1532.392,1519.8281
15.884088,21.735767,-94.7328,25.66678,24.144045,319.5329,1359.276,1412.7828
47.34394,12.5491295,-79.838455,15.176225,16.093857,521.1934,1642.2275,1845.8984
21.338934,30.480145,-6.493365,10.724659,12.846107,416.84875,1586.6884,1629.475
-7.1445985,-4.980973,-32.81465,11.190357,12.772226,432.63843,1681.5033,1601.1201
24.789576,-27.942007,-96.29354,8.648335,8.280904,380.49207,1732.8018,1634.8405
52.727093,-25.23108,-22.397917,4.7626305,5.9713697,468.22665,1787.8035,1903.4526
-37.69458,16.758392,-8.132737,9.484138,11.540472,469.66568,1989.1564,1860.8097
57.761093,-16.227926,-77.319626,13.670062,15.575433,344.63647,1255.7034,1359.6761
15.718431,57.339092,-99.830475,24.227892,24.467623,340.94006,1132.1028,1375.6307
0.48203722,-52.10242,-56.49959,11.2754755,13.1421795,408.53128,1488.2555,1633.7255
2.6729517,-13.960411,-61.33171,17.529745,18.806515,387.2019,1772.0957,1555.7401
53.695583,-31.819557,-100.05842,15.851304,15.826607,457.03952,1482.4108,1701.275
-1.4576641,-10.886326,-139.52135,25.790176,17.688078,367.45026,1538.5675,1549.7445
-21.91263,41.660892,-79.47909,13.240009,14.060073,322.4126,1179.6249,1338.4972
-43.462482,27.310616,-40.242485,5.9616556,7.2739325,496.3216,1849.1526,1908.6418
-46.72076,5.634183,-25.910347,6.767638,8.171196,419.48495,1738.951,1691.3413
-15.388315,22.15136,-20.368326,13.603047,16.097675,362.6053,1539.5521,1556.0613
49.370632,-37.579826,-104.89898,16.170668,15.6686945,350.12616,1359.5972,1529.3282
4.182935,56.892338,-68.61624,18.881441,21.4709,472.3362,1480.093,1899.6194
-30.261686,-41.559513,-80.933304,12.20142,12.8988285,491.79105,1670.0239,1841.8284
1.0394961,16.503843,-131.33711,20.76162,15.120529,461.38248,1626.5171,1762.6373
-26.191174,43.134586,-114.491875,13.427562,12.219991,378.62805,1384.2454,1639.2181
6.3256483,-8.99262,-32.143906,11.883856,13.591483,446.18726,2137.594,1861.125
-19.548155,-26.91549,-66.394485,19.529522,21.03127,396.42297,1550.4049,1574.3562
0.5225778,-37.190334,-104.04456,22.19179,20.28392,483.46692,1694.6754,2031.2705
-9.461756,32.605953,-83.561485,20.381893,20.789549,500.63852,1760.7477,2002.3407
-5.2356267,60.909065,-111.28974,15.548465,14.802504,485.13904,1447.6003,1839.2179
10.853544,-20.596802,-113.46817,15.600549,12.95492,413.9274,1657.4506,1770.1643
-29.943777,-27.785288,-13.82319,12.713491,15.233313,508.99924,2118.9907,2126.875
3.1320574,29.57848,-97.930954,9.2867,8.637383,348.50742,1325.4133,1460.6798
-60.098118,-17.788498,-121.198135,12.073178,10.976366,368.80643,1268.6914,1511.55
-1.9066918,47.983128,-131.1853,19.711658,15.388573,486.9065,1544.4857,1850.7196
-28.637794,52.63508,-20.786963,7.763014,9.920391,475.53848,1625.4148,1818.0635
-7.4567904,-40.729797,-131.19084,13.963908,10.683089,540.5251,2025.247,2077.6948
23.706095,-48.78778,-117.39026,16.74967,14.958375,315.82315,1262.0762,1392.2299
38.798008,50.010136,-114.21965,15.310144,14.16147,452.39032,1316.3126,1660.8961
-10.546538,30.539557,-32.899025,14.710943,17.293354,409.06577,1548.9254,1634.6184
-11.360249,4.2908626,-54.596428,18.924398,20.710098,370.40195,1792.3041,1488.4708
-8.898511,20.006008,-14.404567,20.582863,24.163748,388.7891,1710.0781,1467.5869
-22.984352,25.53142,-39.416893,12.830274,14.997998,357.30054,1550.1785,1557.9272
3.1801922,62.00913,-60.2806,9.995802,11.846083,468.71805,1300.0535,1648.7089
-20.886501,11.204325,-95.550705,13.751788,12.85606,354.12198,1301.1873,1420.0106
-8.367754,-41.246117,-80.76624,15.989355,16.591837,470.28625,2063.4468,2115.9744
49.625225,-16.7607,-36.921013,12.20779,14.930071,493.09918,2003.5061,1986.826
-42.08585,26.888138,-78.9997,11.67535,12.591086,413.33292,1636.0432,1732.5775
32.4429,-44.17574,-105.404015,12.179614,11.561727,494.69876,2023.9219,2064.6392
0.11745212,-11.329315,-70.33844,11.243905,11.661762,371.98474,1653.1667,1556.038
37.349934,30.686146,-38.596092,13.403492,15.908599,375.31894,1484.1775,1529.3783
-35.025482,-18.819231,-84.333824,9.337619,9.500814,346.80667,1139.9688,1320.2899
-28.671118,-24.688063,-109.422424,11.610921,10.2754135,442.7657,1628.6543,1659.881
-11.998195,-62.320347,-50.059685,12.389404,14.992478,344.6356,1098.7764,1322.5284
-18.84113,-9.110366,-78.66241,7.9136486,8.052897,403.42026,1881.1088,1718.9944
27.501118,43.020466,-32.727848,13.444038,16.197954,499.10736,1810.6648,2002.0907
56.7226,-1.9869761,-63.225357,14.982832,17.194933,433.35526,1690.9233,1817.377
-29.332205,-12.511286,-9.086377,11.762606,13.979543,381.73172,1456.2465,1496.1041
57.847122,5.0688663,-50.278587,19.84032,23.579689,407.5367,1510.5687,1714.6466
5.1366177,21.105135,-86.13837,9.929131,9.728125,352.869,1362.076,1381.0035
-38.75279,37.561493,-86.587105,9.347244,9.922076,570.64716,1907.644,2187.8296
-1.1235446,-8.499043,-65.157616,23.570349,24.88064,379.43735,1650.4124,1593.4989
53.655155,27.324232,-61.58828,15.537024,18.078348,577.9076,1767.1385,2152.3372
28.299875,56.359715,-48.84968,15.873762,19.037981,359.77252,1152.5449,1458.414
-18.697298,6.9377656,-70.483635,14.815405,15.546547,463.89496,1686.1669,1848.0884
-2.4829407,53.160816,-132.30505,28.920765,23.153236,508.88583,1529.623,1884.3765
-54.33746,12.900182,-75.1146,16.02405,17.817322,488.1547,1740.0148,1874.4238
-10.960706,-40.466366,-51.117207,6.848322,7.8270373,467.1834,1694.6439,1746.6487
-8.022137,49.335667,-52.588234,18.652641,21.90536,384.52866,1309.0494,1434.0739
53.172028,29.735607,-99.82379,10.221321,10.243091,519.5837,1639.3864,2096.8923
-4.496411,11.337345,-31.025766,14.270349,16.367487,440.1938,1816.5573,1811.2139
32.311405,10.188767,-48.75012,21.622572,24.566874,501.4101,1707.2401,1881.2563
-37.240032,-43.592163,-92.85347,18.361889,18.53822,480.9835,1495.5652,1812.0548
13.747745,37.216934,-137.62447,21.615585,15.593865,597.8922,1763.2897,2206.1184
3.1971014,22.622313,-117.30447,21.840244,17.669329,435.13538,1574.0564,1673.5504
-26.676512,32.45563,-17.223299,16.750751,20.427595,360.30423,1568.7898,1553.0997
-17.470284,-53.95238,-101.603424,15.430152,14.85089,446.70093,1743.6556,1966.2662
54.10112,-10.431752,-17.174631,6.906562,8.502982,510.4158,1858.8093,1903.7456
29.148169,9.134789,-41.512028,9.287279,10.621684,530.1429,1852.6521,2157.4958
12.050454,-45.672886,-127.146164,15.225098,12.366827,434.45486,1583.6296,1763.9983
33.079872,-30.892141,-20.536064,8.598469,10.339634,389.62842,1834.3351,1722.8958
-54.94555,-19.113491,-138.56123,17.549034,14.180534,434.6856,1612.49,1893.3213
-3.4685786,-42.955288,-16.148361,7.502877,9.083416,481.04483,2354.363,1988.2216
-1.1448917,6.3007784,-30.027374,15.782355,18.063704,398.1848,1698.5247,1585.8115
46.864887,40.1955,-82.8684,12.417724,13.421195,474.94165,1488.6927,1939.4272
13.401135,48.27221,-72.98559,18.192968,19.914814,340.54282,1122.9581,1354.6425
52.03376,19.141754,-85.79277,10.936496,11.37542,411.96988,1409.3883,1605.9994
4.5289903,2.562949,-89.331726,16.721449,15.846002,519.1798,1902.2888,1879.8921
-49.72949,-38.956497,-34.887035,10.360098,13.013144,523.4699,1759.7039,2212.3103
52.622604,5.7726297,-115.86064,21.85646,19.506826,441.06937,1632.8417,1780.8217
49.109398,7.055356,-15.082942,7.511441,9.1132145,381.65945,1539.2981,1584.7283
-11.128337,54.572544,-98.908554,16.905855,16.705227,395.2501,1463.0326,1626.6754
20.831207,-4.4138803,-35.090954,15.347937,17.576515,349.8249,1549.3358,1437.7034
2.742078,55.925243,-130.18124,22.13409,18.208344,390.18042,970.78827,1307.5308
24.542198,27.961332,-35.537937,19.794361,23.08986,416.59528,1704.9215,1756.4559
24.273588,-43.976368,-39.81143,18.363451,22.061775,435.907,1873.9661,1848.3866
-21.853231,27.24762,-60.67163,15.135399,16.846476,463.61307,1803.916,1832.7968
-52.324646,21.80541,-72.23398,13.461492,15.228765,425.53125,1801.735,1867.8668
20.908493,21.06941,-84.27037,19.049437,19.047062,386.9747,1685.3657,1698.3849
25.683434,32.90728,-57.83467,11.964562,13.452372,473.76144,1568.6063,1737.3594
33.91316,19.232725,-34.04754,12.81131,14.999293,432.4939,1444.132,1618.8356
43.202946,-1.7802689,-118.388176,22.395468,19.181358,429.25702,1822.5884,1883.1676
-11.794662,-20.069857,-90.95658,13.678967,13.097203,481.76483,1738.0934,1855.7351
41.675613,34.131313,-48.70982,8.099073,9.58949,547.0832,1750.6594,1968.4619
10.033098,-43.115883,-71.15587,12.622488,13.695573,457.48282,1729.24,1869.4353
3.970902,10.259478,-82.95372,24.778708,24.360985,438.04633,1791.6604,1724.589
-29.344088,56.189365,-57.592957,9.391935,11.226278,335.11084,1286.5895,1511.1304
-20.774069,-15.422606,-49.65617,13.001236,14.623354,507.99075,2002.9316,1896.7656
41.544895,-24.358574,-61.877384,14.270473,16.17761,371.6593,1365.0273,1459.4575
-40.311115,-45.29136,-75.88545,9.533503,10.515397,487.78107,1707.5171,2077.7593
3.5775516,-10.788143,-10.356592,15.227501,17.70055,437.0088,1905.834,1670.2042
-4.353098,-39.79961,-111.12903,19.61989,17.2049,348.02295,1293.2546,1291.3452
37.07891,-46.595253,-130.95682,19.572567,16.696709,540.9866,2038.0354,2201.6423
32.26635,-40.07618,-24.147516,9.273363,11.319846,455.97058,1870.7417,1764.6366
37.385807,-50.689587,-126.42196,19.456566,17.05165,432.3952,1467.3546,1685.7133
52.988758,-1.8995392,-114.30274,6.218485,5.6265054,351.0272,1377.7656,1494.2151
26.898077,26.36488,-120.48723,9.982685,8.137245,424.44305,1576.2925,1685.7035
20.049334,-40.79191,-25.28847,11.113878,13.384749,437.0669,1857.1625,1735.4204
-5.380777,-44.123886,-26.852781,11.926464,14.364381,425.4774,2040.9408,1699.9094
-40.574894,28.947424,-60.211617,16.843655,19.367418,452.08862,1824.8053,1908.9575
28.418861,50.043877,-95.988914,17.677147,17.56085,388.43167,1336.7866,1597.2507
31.063433,40.499306,-38.176785,12.590384,15.082134,469.82993,1727.3779,1915.3065
-55.61405,-27.669361,-34.202248,15.623392,19.597015,357.54443,1164.9215,1403.8733
-30.324448,55.928787,-76.59245,6.555671,7.341119,378.05002,1278.4675,1512.3833
-59.376926,23.602602,-120.51557,16.066683,14.923499,490.44598,1573.8462,1877.1299
49.863216,-3.6604452,-15.830369,10.90689,13.284503,330.63663,1398.4316,1366.8068
47.718998,-7.552599,-78.50614,15.933695,17.014542,564.931,2149.4783,2094.0764
-4.8074536,0.34878886,-52.062412,6.9080486,7.5970054,405.46277,1752.7518,1671.1903
-51.47006,24.679615,-46.79775,14.385295,17.472715,483.3772,1959.5703,2038.6793
-62.223785,-8.733949,-98.862656,16.385538,16.489098,429.29123,1477.1428,1757.9799
-25.003502,6.6864033,-74.47133,19.364155,20.279003,420.78503,1575.9419,1664.6403
-19.416718,32.55932,-45.73064,12.842185,14.869968,506.5818,2023.0723,1975.9015
7.6871886,62.01522,-26.134987,8.028629,10.38963,388.6064,1342.4396,1729.371
-7.598477,-11.818868,-27.047316,14.503673,16.673082,512.1719,2314.9153,2004.601
34.64297,34.212704,-95.893936,13.110388,12.869705,502.42374,1764.9622,1993.5651
59.106396,3.1458294,-32.772736,8.405592,10.295624,391.853,1319.9244,1499.5106
-16.166029,31.054409,-117.68341,21.85739,18.318094,404.6075,1589.8079,1652.5363
28.879879,-22.025707,-107.87026,7.4414573,6.6551147,438.39465,1756.0563,1791.3724
-31.229696,19.134878,-72.806305,14.627893,15.698736,435.25006,1794.1227,1822.1864
11.738563,-61.916412,-83.81367,14.129779,15.423149,441.6659,1243.5991,1619.4269
-9.179548,-55.176632,-18.540157,13.103232,16.369587,425.08038,1331.1155,1655.9604
37.933247,-7.9811673,-97.50483,16.863008,16.095398,389.98132,1623.9952,1651.2509
-57.97635,4.0467796,-53.972458,7.2129297,8.569147,329.0017,1344.546,1456.8889
10.322931,46.60036,-51.739624,11.561563,13.394921,465.0994,1696.4103,2001.755
-2.7660258,-56.065598,-119.84193,18.307098,16.06538,327.41562,1198.9308,1397.3027
37.154556,-26.321636,-132.63824,8.430698,6.6316085,487.85947,1696.2666,1896.1914
-5.7859707,-48.79911,-125.41985,15.07451,12.434227,435.91095,1992.0483,1856.0793
-31.079336,-10.718043,-36.68503,11.669695,13.529241,452.07227,1794.6095,1952.5599
-40.20124,36.205723,-81.22659,8.213008,8.922602,483.95996,1662.6917,1890.7351
-34.020412,15.769323,-22.403452,6.389805,7.649858,517.2455,2064.233,1949.6556
30.613132,-27.81029,-47.483616,5.4673047,6.3098245,390.88437,1679.0701,1559.5719
-23.573593,-21.982008,-39.945217,10.475157,12.03821,404.03098,1616.1904,1576.4065
-53.20947,-35.544567,-50.050236,11.221863,13.681752,505.37482,1450.4034,1832.461
-9.337613,-36.340416,-34.237617,13.397289,15.659482,354.6483,1418.2927,1437.7445
47.66018,-9.394771,-21.874117,6.4573636,7.831636,478.57227,2067.739,1943.9951
16.186554,-23.98287,-72.066574,4.336951,4.5690427,454.95114,1954.8706,1893.756
20.860044,-2.3069665,-113.81316,19.5528,16.184149,345.9854,1504.0431,1400.1047
-24.945766,-34.049114,-124.66379,18.247208,14.702201,460.93982,1599.2584,1796.199
-0.582284,60.460365,-35.86734,15.41433,19.238909,460.16177,1441.1877,1743.6401
56.5515,4.146959,-61.94394,13.206798,15.07133,400.51706,1420.1951,1593.7101
-48.181683,5.1547236,-79.1808,12.379129,13.150144,410.941,1590.0244,1618.508
-17.41049,48.753418,-56.37593,7.0762167,8.272688,424.78012,1541.5623,1708.1738
40.526794,-37.615944,-89.37101,10.60076,10.861364,435.34598,1610.2878,1704.2916
-24.286152,-53.94622,-95.98972,18.110067,18.22831,453.14557,1412.1287,1664.2819
-45.86039,-36.369564,-129.87303,7.894916,6.6379495,541.6868,1465.2096,2112.674
-39.483223,-36.629013,-52.523705,16.884956,19.747192,380.91498,1324.0725,1401.4309
12.234372,44.088535,-80.00727,11.927232,12.527553,363.88846,1232.7119,1437.5244
10.767307,-50.250122,-113.3734,7.466008,6.7734036,417.47528,1475.1582,1683.556
22.22306,-2.0060456,-62.95502,17.446257,18.771297,424.9435,1564.3524,1525.4921
-17.202356,19.806795,-10.755383,19.960903,23.769829,410.45102,1710.8005,1651.7778
-30.96795,33.3636,-53.583454,27.14702,31.52738,399.97086,1404.8456,1525.4877
-25.430416,3.395963,-127.478874,19.52907,14.971021,389.2653,1457.2947,1606.3516
5.0097446,-10.57039,-65.268715,16.814331,17.841393,318.86224,1415.331,1290.9794
-22.834469,-23.832794,-95.68887,10.265117,9.754881,482.94574,2073.307,2138.1409
-29.342703,0.6837783,-137.26462,21.162342,15.082787,498.59772,1767.8629,1976.5327
31.209118,23.515863,-97.46331,21.190676,20.026129,387.2387,1515.7285,1610.6134
-18.753662,60.05493,-118.90361,24.393377,22.264275,403.25812,1311.4786,1570.2451
4.540579,16.185808,-90.174934,16.82128,16.164524,425.83002,1597.1526,1667.737
23.173944,54.416676,-55.008854,17.610956,20.79913,410.65976,1348.0018,1546.4158
13.529696,-54.248707,-127.121056,18.21051,15.4378,559.53033,1696.5347,2136.3684
-17.573204,3.7085838,-130.62964,25.299677,18.492302,471.4221,1840.2866,1796.4873
5.7273765,-49.850636,-134.28328,16.968351,13.253361,483.26007,1649.2797,1901.5652
43.74109,13.08335,-75.33148,17.707449,18.937786,471.38278,1701.5905,1872.8805
10.3729,-60.179836,-23.888384,6.520565,8.3505,406.6224,1413.741,1730.6534
39.357414,-25.20267,-42.663982,25.054647,29.49714,397.9847,1508.627,1578.0408
-30.784477,34.7777,-9.265184,8.358206,10.392761,434.98853,1767.8782,1812.1411
21.880445,-8.999568,-98.910446,14.914154,13.584355,473.52893,1683.7501,1846.0918
21.568563,60.76726,-83.9972,13.442332,14.495343,394.41473,1239.9377,1760.3109
20.694477,46.10239,-133.83347,27.486618,21.593422,427.52386,1300.2981,1652.7335
