,x,y,z,s1,cs1,cs2_bottom,s2,cs2
44758,3.7884088,33.11307,-69.57906,1134.5684,1212.3638,4879.422,18076.508,19827.795
45175,-21.43912,24.829548,-81.204994,772.72003,793.84406,3907.6572,15002.203,15895.454
45181,-36.707836,6.635356,-122.38971,156.23218,126.86827,1380.7446,4943.066,5323.495
45229,5.7177186,29.78533,-28.479397,1023.80676,1195.3687,7043.5967,27211.514,28495.293
45320,-15.359863,-25.07123,-105.73517,286.2999,253.11868,1583.1487,5987.192,6396.748
45552,-3.702625,22.942947,-125.02971,58.93251,45.2434,594.76086,2595.4373,2476.29
45631,-31.344458,41.322536,-91.984406,1197.7172,1224.9496,6547.3057,22610.852,25967.586
45696,8.669934,-0.6944657,-82.41237,660.3828,651.17163,3697.949,15259.38,14529.113
45854,37.836746,-33.506557,-22.77794,128.71416,156.3909,1224.7148,4855.8213,4742.9385
46030,-56.709976,-13.353849,-112.66128,873.8735,808.5383,4576.6387,15520.844,18578.06
46196,53.27514,15.852366,-33.540207,337.48074,409.23016,2336.8655,8580.416,9672.529
46389,9.634387,18.056734,-35.89299,518.2207,592.14624,3482.2837,14754.009,13837.289
46464,12.713915,-29.626747,-78.8244,1656.3549,1701.8357,11534.971,47773.258,46042.58
46526,-12.50197,49.995518,-127.57972,1304.0098,1082.1605,5985.7656,19081.018,24246.135
46560,13.608968,40.112476,-39.828915,366.3209,429.65744,2801.109,10750.998,11308.935
46859,35.66602,-25.911436,-121.50627,420.32333,354.89697,1593.0463,5661.345,6393.3853
47128,-25.764421,46.724808,-56.728146,781.3543,917.44946,4799.5938,16829.854,19052.477
47183,-8.090818,-12.43358,-79.96104,932.01,927.90765,4575.7705,20189.559,18379.117
47185,-13.677352,34.09448,-97.30125,1443.6145,1375.2524,13745.708,49415.82,55778.395
47305,-21.541046,-17.146715,-130.40636,340.62906,252.85985,1384.2151,5247.498,5511.799
47657,-26.63495,-17.026264,-92.90875,242.03983,232.12694,1728.026,7409.648,6769.6323
47753,35.295406,-42.25827,-40.393887,984.49286,1184.4988,9822.209,39760.67,39385.094
47815,-33.774208,-2.9619243,-125.51098,2021.2415,1579.6605,6472.772,23024.771,26297.924
47985,29.402702,51.62102,-15.472281,1330.2739,1670.6025,11113.573,38199.965,44560.266
47986,39.514786,8.995712,-76.12346,745.2068,783.52716,3958.331,15133.43,15667.927
48205,23.147846,32.446487,-111.13564,1398.0654,1213.419,10592.947,36607.97,41727.43
48615,31.217276,-16.45555,-115.86172,303.23526,258.6525,1653.236,6010.356,6700.176
48655,-27.642307,38.575787,-118.103935,1637.6317,1415.4065,11123.613,38691.168,44816.254
48917,2.1634514,-48.29259,-131.14871,1475.2277,1161.6846,4459.4976,15309.633,17732.668
49311,30.214764,-14.304168,-58.93364,451.90204,499.59985,2440.653,10022.126,10118.643
49444,-38.035328,-32.71781,-66.33022,1494.4603,1663.0536,11318.385,45449.863,45077.65
49534,-48.20009,32.33962,-15.1706915,790.11755,1027.5852,6032.3027,21772.418,24276.031
49710,-3.1765146,56.9622,-125.33399,16.448992,14.059196,624.766,1965.4026,2515.3635
49713,-15.072791,13.597305,-55.370922,27.992758,30.785412,355.11945,1577.9722,1438.5176
49739,41.988743,-6.4527416,-80.86898,576.3066,601.4386,3735.6218,15073.715,15085.287
49742,-14.421484,-57.775948,-73.19875,39.99834,44.36876,712.33417,2741.9502,2952.8333
49891,28.823366,44.015224,-105.40212,620.13196,582.41315,3084.2944,10224.733,12229.219
49918,24.14383,-3.3916485,-93.25496,811.333,766.7769,3195.9045,13111.6875,13077.479
49955,-47.413544,28.449091,-117.58911,1063.7373,967.2461,5377.241,18495.537,21228.154
50333,-30.511757,37.55795,-111.84304,1625.1497,1474.8184,13055.731,44892.516,52063.0
50342,41.291824,-41.917904,-79.000984,98.590256,107.1542,1004.32825,3760.4543,4053.9
50456,-42.73579,-42.658863,-23.425941,324.33813,407.79642,2003.5043,7407.946,7993.6724
50556,40.24087,-31.533178,-81.66724,1194.3944,1264.0923,6714.1597,25529.3,27221.145
50626,24.092447,-18.47396,-131.10863,1799.3557,1362.538,8679.298,33767.754,35132.81
50733,52.478508,19.399239,-121.44336,1971.8972,1706.5668,11209.493,36506.418,44751.805
50792,-22.103489,-19.063887,-15.845084,309.3845,362.53326,1522.2854,6749.0796,6058.0806
50805,-31.758385,-13.057245,-111.68759,1063.4025,921.38116,4270.604,14760.062,16960.578
50970,-8.624207,-19.673548,-111.298386,482.32904,403.81622,1517.5571,5988.482,5947.619
51226,39.065456,-25.193953,-133.19673,2025.2954,1583.69,11823.34,39614.645,47137.1
51454,14.109337,30.043652,-31.701576,587.748,685.4603,3739.0066,15498.923,15601.935
52112,-5.2470837,32.35878,-21.201412,34.72113,41.244717,573.9716,1955.2764,2200.879
52245,36.546482,46.465454,-73.14988,947.67737,1052.5735,5174.75,17744.883,20631.287
52393,49.842945,-13.675812,-88.20542,649.50415,678.3933,3271.2144,11956.233,12905.887
52482,4.341417,20.313183,-115.20886,751.0869,616.0137,2873.4475,10770.2705,11375.567
52538,-45.588074,18.494263,-104.06542,1673.9956,1597.6104,9739.657,37420.566,39218.87
52794,-5.9500823,-45.087307,-120.69249,144.90845,121.35306,1113.7563,4914.1304,4563.9976
52883,-6.283249,41.77767,-124.86474,1849.9575,1494.9789,9973.058,32715.342,40064.8
52892,-43.43248,-28.33645,-106.46309,785.64343,740.5352,3307.1963,10231.263,12515.346
52985,17.804567,35.474754,-67.06618,464.58206,503.02194,2165.392,7575.2925,8523.556
53028,-28.169277,8.99798,-47.624622,673.01044,764.3405,4252.9893,16120.632,16392.07
53120,-47.247467,-33.589592,-20.574202,503.5093,634.3829,3345.155,10871.623,13303.05
53247,3.0814283,1.9482781,-72.15966,247.16812,254.74808,1732.8354,7396.438,7126.541
53659,-43.49882,0.7052653,-120.560196,1177.5487,990.96857,6594.1104,24173.39,26437.5
53747,35.106415,-28.76368,-73.77379,41.452225,44.435234,615.1932,2421.8713,2500.6963
53818,37.13304,15.860083,-94.46739,1360.5133,1313.8143,8266.178,28668.29,32326.844
53832,24.558262,-50.379726,-68.74126,1150.4926,1292.3129,8713.253,30977.777,34076.477
54142,-34.10701,-36.40826,-44.415134,669.4286,786.6439,4007.6394,15046.436,16254.685
54382,52.761505,-26.00612,-130.52043,542.61035,460.8803,2022.7389,6792.883,8098.107
54712,-39.1489,4.3268914,-133.83826,291.1392,218.65955,1468.3529,5176.284,5656.3135
54925,29.677721,45.707462,-116.21326,1568.706,1390.0763,10022.265,32661.598,39563.543
54992,-26.620659,-46.348705,-17.495865,663.0457,816.97797,4239.944,15279.38,16371.822
55299,-57.196884,13.348678,-24.21387,666.2888,843.1371,4798.9277,18344.092,19779.713
55400,28.247715,25.468775,-69.05311,607.1142,651.0262,3414.8623,13283.815,13380.898
55693,26.512236,-36.576607,-62.19335,1528.8209,1716.6307,11707.003,49179.01,46143.09
55836,-0.22672467,-5.274169,-51.48947,1365.5471,1501.2266,4716.1714,20552.617,19049.61
55852,11.95471,25.413015,-76.216545,1254.7582,1296.3129,9280.365,34367.67,37209.055
56265,-28.373505,-23.780682,-16.321972,1305.7134,1551.721,8809.651,38153.86,34763.496
56416,21.548088,-49.379047,-69.05283,309.96393,346.5422,1816.6185,6766.7344,7266.457
56520,34.71709,17.940111,-105.26489,1654.5806,1498.2721,8682.915,28845.938,35320.51
56531,33.959866,5.796278,-67.73348,1258.8771,1355.3258,7175.195,26515.438,28760.512
56556,20.697315,-26.602476,-104.229645,1142.3688,1033.5042,5502.4263,22501.018,22080.3
57160,0.15737414,15.03337,-44.31415,483.96497,544.3354,3031.874,12826.353,11961.856
57550,-34.57362,14.335222,-117.756645,1867.6981,1575.5518,11500.99,43561.777,46676.99
57553,16.292967,54.33455,-101.38554,1570.7596,1537.4182,7439.6235,23025.436,28867.5
57601,-22.060896,19.69045,-48.18717,220.4998,250.10855,1850.8961,7453.632,7217.227
57643,-0.20156983,-23.188824,-88.96149,8.118039,7.802129,411.59247,1673.6984,1621.0776
57711,9.705943,16.855785,-47.1096,1498.1558,1680.2979,10548.766,43256.21,42286.91
58343,-3.6277442,-47.405605,-97.077484,1378.7383,1339.5768,8737.613,38622.387,35460.227
58537,-7.818895,46.24905,-41.68685,496.76813,589.96643,2895.5476,10022.732,11183.334
58686,-44.384842,-29.6681,-115.96121,65.653755,58.77188,793.86206,2910.0044,3506.474
58717,-0.52091825,4.399165,-112.42388,1105.0332,912.74194,3948.4458,15742.017,15870.918
58744,-39.7512,-13.084183,-96.06829,794.1346,771.78326,4185.718,15296.816,16822.162
58854,-30.417486,47.427937,-30.899609,151.92012,189.3605,1664.0356,5756.9907,6443.41
58874,-21.910206,-10.306305,-118.5063,1677.0468,1357.5892,11001.802,49646.797,43674.125
58927,-38.636898,-25.382622,-100.11228,1483.0935,1414.0336,6152.805,19625.336,24218.742
59098,-10.300681,38.198917,-113.58974,1402.4097,1208.4269,10730.291,37127.41,43923.863
59222,34.638615,-14.243079,-89.84459,646.8142,637.14465,2436.3188,9268.396,9597.392
59343,7.175406,-36.352688,-22.736902,593.5801,702.0759,2622.0107,10150.667,9948.7295
59406,-17.07032,-30.771763,-52.85668,1089.8137,1225.4044,9218.461,37253.477,36722.867
59491,0.8971468,-29.01288,-43.349983,385.1596,438.6872,1926.282,8401.698,7763.772
59993,-49.087963,-35.172905,-52.79168,1177.3287,1421.0247,11045.194,34870.54,44353.04
60372,39.378937,41.736324,-18.104242,800.5023,989.74695,3295.9646,12498.323,13351.813
60448,49.355873,1.6844078,-60.842136,298.4931,338.01663,1695.8455,6755.2666,7063.921
60583,43.459652,-9.548496,-29.550014,1328.7155,1591.5917,10320.074,43707.758,41771.055
60789,-9.805297,-51.869022,-39.841805,925.823,1116.1647,4661.1084,20196.51,18292.299
60868,16.774714,37.659626,-57.57507,1015.4234,1142.7085,6232.1475,21724.594,24213.494
60877,7.6037636,-5.8362756,-121.00988,1351.7012,1060.8379,4569.767,18177.873,18200.656
61076,-50.726772,-12.29357,-123.03839,2012.5872,1728.2725,15278.18,51429.95,60537.223
61086,-34.730713,-34.899315,-30.044788,1259.0951,1518.786,9346.521,34723.676,37655.96
61409,-32.185745,-34.82569,-76.07607,438.4253,466.83115,2093.1038,6878.7354,8147.8926
61432,0.15177248,34.594475,-127.08872,333.27335,258.07733,1515.7249,5317.608,5940.9736
61595,25.02501,44.672455,-49.81547,466.2225,546.98694,2712.927,9629.808,10710.017
62113,38.430656,17.045492,-70.05966,1210.4768,1305.928,3978.0027,14125.432,15870.668
62195,39.646584,25.012936,-45.25652,843.65607,983.63617,8044.155,26988.328,31241.664
62379,58.74829,-10.408508,-50.807587,13.039701,15.839845,416.7259,1596.8076,1756.3446
62499,-33.293102,38.34557,-51.96663,1370.9532,1622.195,7032.224,25159.422,27235.54
62659,46.402206,-12.878211,-103.69937,1686.326,1597.1218,15307.995,54636.152,59007.637
62694,0.00029079922,32.944424,-44.362347,369.41412,424.1319,2610.039,10638.088,10198.873
62827,25.48413,-23.496613,-133.12093,2116.3555,1617.6738,7536.47,29266.088,30162.645
63245,6.8402896,-21.420013,-102.980225,1564.7825,1391.6849,11159.076,47625.336,45013.375
63937,-50.359657,-32.360275,-82.577065,379.21265,410.20737,1866.9664,6133.6226,7759.8394
64123,46.631096,36.160496,-69.354225,996.97906,1123.9481,4615.1733,15476.352,18513.414
64247,7.4132433,-15.3250475,-32.58353,1269.9512,1451.8751,11601.683,48788.04,45316.406
64487,-10.544384,30.864176,-15.866887,516.97986,616.6765,4148.919,16172.717,16616.76
64603,14.178211,-51.441875,-51.752045,602.8541,710.8253,4618.219,15587.051,17909.871
64662,11.239522,-34.714146,-27.259874,561.1349,660.9417,2799.6,12428.393,11515.998
65207,37.209667,29.059404,-90.62705,268.29214,268.59763,1545.3047,5448.221,5993.0195
65248,16.343496,35.21821,-45.476772,206.33424,237.16003,1533.56,5839.9443,6473.963
65434,-9.733166,-36.51248,-38.55303,303.76965,351.95227,1760.2742,7678.0737,7184.2036
65444,58.495106,9.461322,-37.00154,827.6155,1008.8294,5487.2954,18572.615,21901.586
65547,9.484882,31.787952,-91.70071,1302.5247,1259.788,9034.635,32302.941,36537.195
65603,44.118706,9.274307,-32.043262,649.3715,772.75385,4744.6323,19387.66,19756.455
66148,-36.585842,17.746511,-119.203445,1961.5242,1661.6976,10080.461,37319.41,40091.082
66518,-12.263539,53.076275,-97.782455,512.0873,507.0174,2783.7861,9061.536,10564.989
66605,44.335705,-22.648836,-84.33018,1803.3329,1867.9088,10217.207,36534.36,40906.375
66818,-39.90434,-30.588284,-44.76492,1540.9994,1820.785,11909.44,45963.83,46194.32
67114,11.651947,-1.722663,-75.031715,602.6582,614.8383,3053.5237,12796.709,11906.186
67179,-1.7347807,-56.986298,-105.44897,1715.2457,1635.1937,7150.093,24333.725,28455.756
67311,-39.78258,44.444824,-112.47173,304.23624,294.99313,1993.7721,6684.815,8090.9873
67757,24.986044,16.972017,-55.8495,585.10645,647.98047,3076.6091,12666.146,12208.421
68075,33.120495,28.386189,-125.35229,2199.0034,1783.4458,13637.962,46778.555,54203.03
68097,-21.904236,8.232659,-102.480385,1276.9712,1145.9873,7833.458,27844.926,31774.514
68346,5.865993,-15.473109,-41.463627,476.6455,536.7149,2833.7007,12552.074,10859.475
68457,31.572725,48.84637,-83.94988,972.15076,1034.913,6165.597,21225.797,25354.268
68571,-13.237665,49.841064,-91.86749,520.94385,529.70886,2212.479,7333.339,8841.45
69293,16.040787,33.32164,-78.439995,452.6247,469.9621,2719.6409,9404.31,10650.543
69488,-49.895916,16.835646,-126.41285,1335.5828,1143.1737,5208.249,18306.207,20785.729
69629,-52.91888,23.665272,-109.04611,705.1169,688.03516,2066.468,7032.495,7937.455
69675,-38.823418,36.288857,-31.282131,699.27405,871.73596,4803.533,17888.266,19596.736
69852,-23.701239,6.1439476,-74.96408,275.3354,284.053,1535.1147,5616.314,5971.8525
69859,-3.0668252,23.6727,-49.585835,1502.0056,1678.3307,9013.906,43752.79,36098.27
70065,-2.9337642,59.54813,-102.66534,886.9679,871.9444,3496.0269,10918.293,14480.475
70103,-27.602554,-35.857235,-95.029335,326.132,316.22128,1993.6052,6780.1855,8099.098
70120,-17.439226,12.286211,-123.569885,509.08704,395.06302,2270.889,7513.0693,8954.0625
70182,-8.911941,-11.966782,-82.04915,741.1711,733.869,3907.8916,17135.19,15603.033
70368,8.843533,-1.520996,-42.43738,744.2612,835.54974,4963.463,22079.814,20075.006
70558,-20.15998,-36.193764,-41.51088,464.7081,538.9723,3180.2297,12367.787,12665.631
70785,-38.391697,-31.195349,-34.580048,350.49554,421.0661,1798.783,7982.715,7506.6157
70991,-25.80191,-10.752698,-29.987347,1512.5306,1755.7443,6729.417,27923.861,26903.652
71221,-10.039137,1.853562,-96.70826,1935.7314,1773.3982,14852.396,60254.152,57788.027
71360,42.191563,20.089783,-42.28767,54.511528,63.80579,646.9728,2368.0586,2642.4204
71386,38.009357,-2.5804539,-75.693146,1645.471,1729.4039,12662.718,49309.74,50572.605
71589,-19.91163,-8.72189,-56.845123,912.28784,998.3109,4432.1733,20015.686,17702.656
71702,-15.218083,54.67855,-55.215267,1378.1042,1625.364,10620.015,38627.312,43064.926
72121,47.067596,-18.759819,-33.845444,319.13965,386.95285,1697.4222,6214.432,6448.9585
72141,-10.822419,42.539406,-77.137985,450.30893,480.03717,2223.974,7866.0825,8816.651
72264,-56.98994,19.966549,-41.097305,832.6168,1040.3726,2798.5361,10086.154,11139.035
72277,-59.299767,12.608967,-16.430174,55.546135,71.457825,960.1947,3502.3677,3774.3633
72402,-36.761284,-7.3816156,-104.88366,1647.9371,1494.0173,13183.146,46519.535,52130.113
72519,0.3584042,-46.254604,-23.538261,405.52176,488.60587,2226.7683,8759.692,8803.677
72810,49.327248,32.767124,-15.1902,468.02875,589.5382,2220.11,8030.6187,9086.9375
73032,23.943012,-30.083607,-41.29812,543.4208,629.24536,3504.908,15883.743,14275.663
73073,-29.951412,-30.417437,-74.289955,1442.7059,1539.2017,8772.237,33223.895,35508.152
73075,-3.1533422,-24.380995,-53.331547,347.75494,385.34845,2397.8918,10304.755,9889.36
73094,8.671644,-50.177826,-35.004757,326.1531,395.15558,2078.1626,7554.894,8061.3076
73140,16.728735,-16.188643,-72.695946,536.77576,559.7717,1899.153,6872.105,7437.4785
73903,58.820297,-5.3590903,-91.910225,293.91965,303.1111,1603.7384,5393.479,6272.673
74440,-43.266525,-36.005547,-40.930378,228.08861,275.5711,1949.3383,6170.6523,7818.817
74539,-31.52291,1.1099946,-113.810394,997.06696,837.0681,3883.9785,14151.046,15235.572
74635,-57.393726,-8.9496355,-23.92902,553.538,686.4753,4342.893,15624.524,17293.771
75040,10.2103405,-40.349884,-45.826424,1264.4153,1468.2882,10798.112,43140.574,42943.305
75220,29.328459,50.599022,-119.792854,357.91776,318.75717,1504.6948,4726.2007,6014.284
75425,13.329182,9.084003,-55.297684,1622.8999,1779.2108,13887.475,61020.43,54896.54
75672,21.326456,-1.9864075,-84.71958,89.86219,88.663734,1004.91235,4100.6543,3974.3467
76009,-51.253117,18.943207,-114.35789,1887.8969,1740.7122,7922.731,28383.076,31972.404
76176,-52.140137,10.731949,-75.00775,1449.2815,1601.42,12906.379,47738.63,51141.754
76189,35.364616,4.685637,-51.90095,1281.6859,1450.3368,9352.494,34188.867,36420.78
76288,-39.54226,32.501194,-92.08269,1164.7805,1191.6255,4226.9287,15270.287,17207.566
76452,-23.762173,21.144686,-49.289917,190.02148,214.97832,1666.3252,6811.111,6525.6245
76592,39.586685,-16.381306,-19.81503,1247.4423,1495.617,9734.221,37918.18,37822.473
76710,-13.455479,14.863497,-43.390484,983.24506,1111.1248,6977.689,26237.73,27974.164
77035,23.838749,-32.274467,-19.998562,1020.14636,1212.1721,8955.919,41061.754,35801.945
77059,21.515472,53.138123,-53.876877,898.51544,1054.888,5559.0537,20178.781,23057.693
78030,42.084785,-14.792395,-51.3137,824.3871,955.662,6052.1157,23967.973,24506.393
78044,20.435247,57.064995,-32.606213,1030.0769,1283.9614,5155.725,16030.112,21195.652
78064,52.58438,-2.2250485,-39.215946,943.3779,1135.8701,7257.3726,27828.445,28328.43
78233,16.390709,45.454544,-78.9667,429.7273,455.41635,2537.814,8417.847,9889.902
78285,11.462962,-49.02275,-26.350851,1079.7888,1313.5131,11793.961,43633.9,46090.082
78367,-31.560701,-46.833485,-30.194233,1402.8455,1714.8906,11101.637,37589.457,44462.965
78798,-17.1081,2.6763017,-58.381897,217.9164,237.23306,1404.3501,7174.778,5653.5254
79380,13.191393,-36.97695,-88.97222,1753.5693,1733.1301,16365.584,65650.17,65552.58
79684,-17.33385,-15.69029,-70.26858,907.2017,948.5737,4166.5444,17102.332,16421.645
79729,28.934425,-34.880917,-132.37512,1573.2533,1238.4617,9285.952,35242.203,36078.47
80003,4.9924316,-47.06633,-121.13043,2148.8135,1807.708,10260.876,35779.703,40389.934
80269,2.1851833,58.13979,-65.10807,966.97546,1119.1562,6878.3203,22233.807,27428.281
80377,49.73055,1.5727419,-25.51014,623.61993,752.147,3800.1453,14623.734,14701.916
80468,-28.285343,-45.626507,-77.08419,394.79413,423.3804,1762.0968,6135.855,7109.7925
80640,4.8830743,-56.159863,-129.40411,1897.8105,1573.4788,14067.787,47847.812,57320.387
81004,7.5958924,4.3933053,-93.959656,434.4723,401.9072,1967.2179,7045.981,7641.6943
81474,-3.590656,60.140476,-42.24204,665.05994,817.61676,4784.3784,15429.032,19135.37
82046,4.8621726,48.657658,-107.82976,1035.88,961.1999,4953.4375,18687.188,19311.037
82124,-24.128298,28.480724,-37.628685,870.2414,1023.4422,6665.0586,25724.215,26077.215
82232,8.760024,-15.27053,-42.513927,785.1364,885.4707,2825.3943,13193.948,10965.709
82674,4.500216,49.271217,-130.01181,2005.5881,1591.3718,5868.8438,19757.244,23049.658
82796,-24.962952,17.780365,-25.429949,685.903,806.7903,5335.4316,21302.674,20920.508
82875,-29.201118,-41.242874,-88.81312,911.239,922.79083,6176.3086,22014.87,24319.541
83106,-20.480782,-28.924183,-15.28146,1267.2626,1502.2488,11760.86,46369.695,47030.816
83633,48.128803,25.37163,-80.93992,852.3118,907.4469,3690.0283,11589.748,14101.0625
83701,-46.57255,-10.792131,-94.6734,122.23369,120.26353,800.7288,3015.196,3294.7612
83727,-54.553574,17.466557,-75.19972,541.2512,606.3616,2953.868,10823.777,11663.405
83981,-37.148857,-31.914326,-17.309565,297.67358,363.79166,1677.3323,7257.5273,6795.544
84046,49.89263,4.4954743,-122.02994,1758.7638,1496.4559,8907.819,30822.355,34369.95
84096,16.267078,52.033085,-29.24424,602.4511,740.98224,4093.504,14250.132,16292.339
84233,22.222607,54.711292,-41.997284,1362.9763,1656.8732,13957.42,47439.695,55046.473
84492,-7.2278786,21.439407,-125.55884,2115.8215,1604.9691,14542.521,63966.52,57254.273
84649,-42.358376,-22.876999,-97.93426,155.78682,149.7065,1119.9967,3740.6433,4429.7935
84727,-25.856789,0.875398,-110.11194,2054.7104,1761.9098,15593.831,55176.28,62519.984
84834,11.844253,-49.428947,-49.115227,142.13644,168.00417,1006.6109,3934.2114,4273.2534
84913,7.7982216,-0.73094904,-109.731575,631.0557,533.8364,2277.3245,9333.045,9213.133
85079,-54.2716,-16.884968,-68.68118,816.8508,918.63525,4632.506,17108.994,18869.566
